,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
5524,269658c4053ca965dd89083849613361,CHELSEA GREEN,140,WEST 20 STREET,140 WEST 20 STREET,NEW YORK,Manhattan,1,10011.0,40.7414688175,-73.9959934016,985360.261875,209413.72931700002,1090917,1007950066,104,3,8700,MN13,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
5525,11539718021e6fc4bb64ae40a4e93a66,CHELSEA HISTORIC DISTRICT (BOUNDARY INCREASE),,,,NEW YORK,Manhattan,1,10011.0,40.7456019896,-74.00282388640001,983467.526032,210919.562875,0,1007190033,104,3,8900,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,10,Local
5526,28b006f0dfd388f41c03c1ea6020e1ab,CHELSEA PARK,294,10 AVENUE,294 10 AVENUE,NEW YORK,Manhattan,1,10001.0,40.74994,-74.000729,984048.0136959999,212500.02754,0,1007240100,104,3,9700,MN13,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,10,Local
5529,2e295be28805398ca6ed37d2f8f3819f,CHELSEA RECREATION CENTER,430,WEST 25 STREET,430 WEST 25 STREET,NEW YORK,Manhattan,1,10001.0,40.7482963235,-74.0022196142,983634.989407,211901.19025699998,1012811,1007220057,104,3,9300,MN13,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,BUILDINGS/INSTITUTIONS,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,10,Local
5536,75092be82c750924b29713810a24d9bc,CHERRY CLINTON PLAYGROUND,,,,NEW YORK,Manhattan,1,10002.0,40.711312936,-73.98628029470001,988053.565675,198427.278828,0,1002450028,103,1,201,MN28,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,7,Local
5541,3a1241424e5ced4073d241040576916f,CHERRY TREE PARK,1785,3 AVENUE,1785 3 AVENUE,NEW YORK,Manhattan,1,10029.0,40.7871599957,-73.9472313622,998862.6013399999,226064.90851999997,1083463,1016490001,111,8,16400,MN33,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",4.0,23,Local
5542,c9cf3984f971cefba5a19d406fc9ed01,CHESTER PLAYGROUND,165,BRISTOL STREET,165 BRISTOL STREET,BROOKLYN,Brooklyn,3,11212.0,40.6679598745,-73.91172709920001,1008738.14204,182644.53026600002,3081032,3035200008,316,41,92400,BK81,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",23.0,73,Local
5543,3d4cd7ca9231b757fe0497b4280bb286,CHESTNUT STREET GARDEN,9,CHESTNUT STREET,9 CHESTNUT STREET,BROOKLYN,Brooklyn,3,11208.0,40.687771000000005,-73.87621999999999,1018578.1051700001,189874.207834,3090871,3041040023,305,37,117602,BK83,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",19.0,75,Local
5544,7e7739b096378af76b2d5897fa99d693,CHEVRA LINAS HAZEDEK SYNAGOGUE,,,,BRONX,Bronx,2,10472.0,40.8266954852,-73.8771175092,1018258.19472,240488.538248,0,2037410072,209,18,5002,BX55,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",12.0,43,Local
5548,c219e695c9e77140fa2b2bb0190ba6c9,CHIARANTANO PLAYGROUND,4052,FARRAGUT ROAD,4052 FARRAGUT ROAD,BROOKLYN,Brooklyn,3,11210.0,40.6369289548,-73.93337554189999,1002741.1601,171333.801825,0,3050220002,317,45,78000,BK91,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,67,Local
5553,3095e4fd442b6dcf605bc0a4ac48d717,CHIEF DENNIS L. DEVLIN PARK,,,,BRONX,Bronx,2,10462.0,40.8319613399,-73.8546550128,1024471.5870899999,242416.59754400002,0,2038030100,209,18,9200,BX59,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",8.0,43,Local
5650,411dfc9eaabb8a67eea66d3e76d0412e,CHILDREN'S GARDEN,194,AVENUE B,194 AVENUE B,NEW YORK,Manhattan,1,10009.0,40.728101,-73.979261,989998.1031360001,204544.06825,0,1004050030,103,2,3400,MN22,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,9,Local
5663,d5c6e02e200af048e0e230bd15fd3efb,CHILDREN'S MAGICAL GARDEN,129,STANTON STREET,129 STANTON STREET,NEW YORK,Manhattan,1,10002.0,40.720735,-73.986576,987971.060133,201860.01141600002,0,1003540016,103,1,3001,MN27,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,7,Local
5697,7d3fb5be4e22e2a8a7ea3b36c0e899c4,CHINATOWN AND LITTLE ITALY HISTORIC DISTRICT,,,,NEW YORK,Manhattan,1,10013.0,40.7191515991,-73.9969078236,985107.154926,201282.85986300002,0,0,102,1,4100,MN24,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,5,Local
5797,ce7cdbda64814ffd60567913e6f09471,CHRIST CHURCH COMPLEX,,,,BRONX,Bronx,2,10471.0,40.899046468200005,-73.9063567321,1010137.95294,266838.795614,0,2058334265,208,11,33500,BX22,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",10.0,50,Local
5800,775e6a3b238672f1ed63d1fcdabe70b0,CHRIST CHURCH NEW BRIGHTON,,,,STATEN ISLAND,Staten Island,5,10301.0,40.6434598275,-74.0928373605,958486.153192,173719.796556,0,5000660158,501,49,8100,SI22,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",31.0,120,Local
5804,99a097f5693d6f2cb770626e9c287c56,CHRIST EVANGELICAL ENGLISH LUTHERAN CHURCH,,,,BROOKLYN,Brooklyn,3,11221.0,40.6922648721,-73.9286599234,1004033.5284399999,191495.259156,0,3016120035,303,36,38700,BK35,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",16.0,81,Local
5830,496f4b4ed2da22ade706b5667660094c,CHRISTODORA HOUSE,,,,NEW YORK,Manhattan,1,10009.0,40.7263352691,-73.9799880777,989796.730385,203900.710785,0,1003927501,103,2,2800,MN28,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,9,Local
5835,7ef6e26fc0714fa0581c4a0207a2779f,CHRISTOPHER J. IGNERI PLAYGROUND,,,,STATEN ISLAND,Staten Island,5,10314.0,40.6086901448,-74.11957806859999,951047.892418,161061.28596500002,0,5007060050,502,49,17300,SI05,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",31.0,122,Local
5836,a76ec45b11acb6bbe675b40967f2e4a4,CHRISTOPHER PARK,,,,NEW YORK,Manhattan,1,10014.0,40.7335866056,-74.0023152917,983608.337425,206541.973751,0,1005920087,102,3,7100,MN23,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,6,Local
5838,d2316f83d8ac560119109b4248b0d335,CHRYSLER BUILDING,,,,NEW YORK,Manhattan,1,10017.0,40.7516460736,-73.9753752287,991072.687375,213122.563314,0,1012970023,106,4,9200,MN19,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
5841,f34e1f12118f18cb07067c408bf56564,CHURCH & WHITE PLAZA,,CHURCH STREET,,NEW YORK,Manhattan,1,10013.0,40.7186758659,-74.0050787741,982842.147801,201109.56139000002,0,0,101,1,3300,MN24,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,0,,,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dot_pedplazas,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
5847,71e55e8a2785f3bfb0d4073e7c0caa12,CHURCH MISSIONS HOUSE,,,,NEW YORK,Manhattan,1,10010.0,40.73925594,-73.9867152195,987931.4458969999,208607.76161,0,1008770089,105,2,6800,MN21,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
5864,2ee07b59683d67fb007297df9be1bbdf,CHURCH OF NOTRE DAME AND RECTORY,,,,NEW YORK,Manhattan,1,10025.0,40.8050923431,-73.9604037975,995211.960035,232596.36194699997,0,1018670020,109,7,20101,MN09,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",3.0,26,Local
5866,a0db7353749af98386806b4bd695010b,CHURCH OF ST. ANDREW (EPISCOPAL),,,,STATEN ISLAND,Staten Island,5,10314.0,40.5727843167,-74.1474015222,943300.4123540001,147991.675837,0,5022940070,502,51,27900,SI24,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",31.0,121,Local
5868,813f3b46889e487158030586068258d9,CHURCH OF ST. IGNATIUS LOYOLA COMPLEX,,,,NEW YORK,Manhattan,1,10028.0,40.7791709125,-73.9589030324,995631.868147,223152.48244000002,0,0,108,4,14200,MN40,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
5870,d6c45102b536b388d5bb0bc99014e39d,CHURCH OF ST. MARY THE VIRGIN COMPLEX,,,,NEW YORK,Manhattan,1,10036.0,40.7583584662,-73.9836066857,988791.572715,215567.57192,0,1009990012,105,4,12500,MN17,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,18,Local
5873,a1d911922e3baf950228294518f1f48a,CHURCH OF ST. PAUL THE APOSTLE,,,,NEW YORK,Manhattan,1,10023.0,40.7698115923,-73.9851983845,988349.906417,219740.244725,0,1011310031,107,3,14500,MN14,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",3.0,20,Local
5875,f7d9e613bedc2fe8942bbc6fd3fb81a6,CHURCH OF ST. VINCENT FERRER AND PRIORY,,,,NEW YORK,Manhattan,1,10065.0,40.7661102006,-73.9647553265,994012.9809799999,218393.322635,0,1014000020,108,4,12000,MN40,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
5877,1e8a519506d00450158fd2de48c1143b,CHURCH OF THE ASCENSION (PROTESTANT EPISCOPAL),,,,NEW YORK,Manhattan,1,10011.0,40.7337740278,-73.9957188764,985436.4721280001,206610.278045,0,1005740044,102,3,6300,MN23,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,6,Local
5879,0a6479e7dac6b0f6fbd53a883bbea684,CHURCH OF THE HOLY APOSTLES,,,,NEW YORK,Manhattan,1,10001.0,40.7492793379,-73.9988194816,984577.093147,212259.328424,0,1007510076,104,3,9700,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,10,Local
5880,2677bfc63cc92c969d3a83231048dfed,CHURCH OF THE HOLY COMMUNION AND BUILDINGS,,,,NEW YORK,Manhattan,1,10010.0,40.741039238,-73.993630323,986015.102084,209257.258629,0,1008220001,105,3,5400,MN13,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,13,Local
5881,7e4bbcf7942d6d0b1b39ee5869e42385,CHURCH OF THE HOLY INNOCENTS,,,,BROOKLYN,Brooklyn,3,11226.0,40.6444905361,-73.9626722385,994608.890203,174083.8664,0,0,314,40,51400,BK42,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",22.0,70,Local
5883,72214b6853f4961527fb71d63ebf4f4a,CHURCH OF THE IMMACULATE CONCEPTION AND CLERGY HOUSES,,,,NEW YORK,Manhattan,1,10009.0,40.7306986233,-73.982152695,989196.436716,205490.286838,0,1004410010,103,2,3400,MN22,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,9,Local
5885,e6d87032df99b10500de815b7596a8bc,CHURCH OF THE INCARNATION AND PARISH HOUSE,,,,NEW YORK,Manhattan,1,10016.0,40.748481853,-73.9819930132,989239.3611770001,211969.289655,0,1008650019,106,4,8200,MN20,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
5887,caae92e2120385a13a8fb94d020875fa,CHURCH OF THE RESURRECTION,,,,JAMAICA,Queens,4,11415.0,40.702355652399994,-73.83248745510001,1030696.3476200001,195207.983065,0,4092610011,409,29,13200,QN54,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",27.0,102,Local
5888,431af2f0df1bcab76e7f2d846d1184d4,CHURCH OF THE TRANSFIGURATION,,,,NEW YORK,Manhattan,1,10013.0,40.7147149379,-73.99908290180001,984504.237614,199666.43488,0,1001640037,103,1,2900,MN27,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,5,Local
5889,cc2fbe04b0e2328a71c86b86e785bef6,CHURCH OF THE TRANSFIGURATION AND RECTORY,,,,NEW YORK,Manhattan,1,10016.0,40.7451737323,-73.9859454387,988144.419726,210763.834851,0,1008590006,105,4,7400,MN17,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,14,Local
5893,2bd20994cadb5a2df4bc61368de22da8,CHURCH TRIANGLE,,,,BRONX,Bronx,2,10472.0,40.8298988226,-73.8503069257,1025676.12425,241667.174031,0,2038180080,209,18,7800,BX59,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",8.0,43,Local
5895,M060024,CHURCHILL,728,SECOND AVENUE,728 SECOND AVENUE,NEW YORK,Manhattan,1,10016.0,40.748002,-73.972838,991776.0788870001,211795.117809,1022051,1009457501,106,4,8800,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
5898,e8e35400578d58fcb17b61d354a925ac,CICCARONE PARK,,,,BRONX,Bronx,2,10458.0,40.8559661893,-73.88670438189999,1015591.19992,251149.3664,0,2030770007,206,15,38900,BX06,PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",10.0,48,Local
5912,86bc731edde8bc5a8ffee8ec6fe27910,CIRCLE LINE X,,,,,Manhattan,1,,40.7621744872,-74.0019547942,983708.4785370001,216957.45447199998,0,1011070005,104,3,11700,,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",,0,Local
5923,Q020001,CITICORP AT COURT SQUARE,1,COURT SQUARE,1 COURT SQUARE,LONG ISLAND CITY,Queens,4,11101.0,40.7470030626,-73.9438627791,999804.7995780001,211434.990237,4307108,4000790030,402,26,1900,QN31,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",30.0,108,Local
5925,M060032,CITIGROUP CENTER,153,EAST 53 STREET,153 EAST 53 STREET,NEW YORK,Manhattan,1,10022.0,40.758398,-73.970037,992550.8876659999,215582.970102,1036474,1013087501,106,4,10000,MN19,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,17,Local
5934,M030002,CITIZENM BOWERY,189,BOWERY,189 BOWERY,NEW YORK,Manhattan,1,10002.0,40.7205798022,-73.9934487106,986065.986186,201803.250859,1090576,1004250004,103,1,1800,MN27,PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,0,,,Non-public,Not Available,Non-public,City,NYC Department of City Planning,NYCDCP,dcp_pops,"PARKS, GARDENS, AND HISTORICAL SITES",1.0,5,Local
5950,a8e94177323550f3ec38ae6afe179ae3,CITIZENS FOR A BETTER COMMUNITY,742,MONROE STREET,742 MONROE STREET,BROOKLYN,Brooklyn,3,11221.0,40.687841,-73.926698,1004578.9438299999,189883.962769,0,3016430001,303,41,38500,BK35,PARKS AND PLAZAS,GARDENS,GARDEN,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",16.0,81,Local
5953,a5897bac7f138ef01bb820eaa8d72359,CITY & SUBURBAN HOMES COMPANY'S FIRST AVENUE ESTATE HISTORIC DIST,,,,NEW YORK,Manhattan,1,10065.0,40.7625892998,-73.95834375390001,995789.6340450001,217111.322089,0,1014590030,108,5,11600,MN31,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
5954,edefa680df4887b88fde10b0e0794534,CITY & SUBURBAN HOMES COMPANY'S YORK AVENUE ESTATE,,,,NEW YORK,Manhattan,1,10075.0,40.7703576204,-73.9495481594,998224.563674,219942.85889099998,0,1014900015,108,5,13200,MN31,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,19,Local
5966,7e1824b741875cac90cda14515d09a79,CITY HALL,,,,NEW YORK,Manhattan,1,10007.0,40.712753891700004,-74.005996515,982587.599441,198952.02171300002,0,1001220001,101,1,3100,MN24,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
5967,7dea18153678b7799a0f56fd5179af89,CITY HALL PARK,52,CHAMBERS STREET,52 CHAMBERS STREET,NEW YORK,Manhattan,1,10007.0,40.7133938711,-74.0055400746,982714.1521370001,199185.177303,1079146,1001220001,101,1,3100,MN24,PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
5968,63e5314f3823dc7a579a88a0d5fecf56,CITY HALL SUBWAY STATION (IRT),,,,NEW YORK,Manhattan,1,10007.0,40.7125796921,-74.0066230684,982413.896647,198888.568016,0,1001220001,101,1,3100,MN24,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
5973,791a1b56b55a910f392b07c4fb59479c,CITY HOSPITAL,,,,NEW YORK,Manhattan,1,10044.0,40.7531353192,-73.9586348961,995710.608206,213666.890629,0,1013730001,108,5,23801,MN31,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,114,Local
5977,5d6bd800cb512b15bb7d4464111377f6,CITY ISLAND WETLANDS,,,,,Bronx,2,,40.8478737075,-73.7918190243,1041846.5005,248249.140016,0,2056330045,210,13,51600,,PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURE AREA,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",,0,Regional
5980,87d10e136dc81fcec26fbafceedbce25,CITY LINE PARK,79,FOUNTAIN AVENUE,79 FOUNTAIN AVENUE,BROOKLYN,Brooklyn,3,11208.0,40.6786315266,-73.87543226390001,1018801.30424,186544.74595399998,3327249,3041550075,305,37,119600,BK82,PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,0,,,Public,NYC Department of Parks and Recreation,NYCDPR,City,NYC Department of Parks and Recreation,NYCDPR,dpr_parksproperties,"PARKS, GARDENS, AND HISTORICAL SITES",19.0,75,Local
7302,a94d332fa9950ac8f615013b512530bd,CITY PIER A,,,,,Manhattan,1,,40.7044336184,-74.0179266289,979279.620108,195921.147021,0,1000160001,101,1,31704,MN25,HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,0,,,Non-public,,,State,"The New York State Office of Parks, Recreation and Historic Preservation",NYSOPRHP,nysparks_historicplaces,"PARKS, GARDENS, AND HISTORICAL SITES",2.0,1,Local
