,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
3884,dbf8bf87db726ab147d91667065a03ad,BRONX-LEBANON HOSPITAL CENTER - HH CM,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,MENTAL HEALTH,SUPPORT MENTAL HEALTH,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3885,0822ae98bf616fd9bc952c4d265fa179,BRONX-LEBANON HOSPITAL CENTER CHECK HEP B [574],1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3886,86e9205898cdea08dd40b60d24785aa8,BRONX-LEBANON HOSPITAL CENTER COMMUNITY RESIDENTIAL,321,EAST TREMONT AVENUE,321 EAST TREMONT AVENUE,BRONX,Bronx,2,10457.0,40.8488664243,-73.9024343194,1011242.67796,248557.415472,2007764,2028140017,205,15,38100,BX41,HEALTH CARE,HOSPITALS AND CLINICS,HEALTH FACILITY,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,46,Regional
3887,b209273711ea8d45f14954fca64bdecb,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,1067,OGDEN AVENUE,1067 OGDEN AVENUE,BRONX,Bronx,2,10452.0,40.8350139946,-73.9285390791,1004024.61234,243503.489775,2003477,2025260028,204,8,19300,BX26,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3888,8239258f6c793815dc9e9dd4c0ad5f79,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3889,bd9ceac0e8fd1bcacc8a080ba29ddb85,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,1591,FULTON AVENUE,1591 FULTON AVENUE,BRONX,Bronx,2,10457.0,40.8390020186,-73.8996963435,1012004.2857299999,244964.299327,2009651,2029290028,203,16,16700,BX01,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3890,b8aa15fdea70e2193485aeef4b4d58b5,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,1645,GRAND CONCOURSE,1645 GRAND CONCOURSE,BRONX,Bronx,2,10452.0,40.843757047800004,-73.912278822,1008520.9471799999,246692.99710799998,2008024,2028380027,204,14,22702,BX41,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3891,8f86169ec0f3c26825937458df26ac86,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,1650,GRAND CONCOURSE,1650 GRAND CONCOURSE,BRONX,Bronx,2,10457.0,40.8435023988,-73.9110015903,1008874.4294700001,246600.575418,2007859,2028230001,204,16,22703,BX41,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3892,40b7fce7a744dee7ad5660a55d953099,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,1650,SELWYN AVENUE,1650 SELWYN AVENUE,BRONX,Bronx,2,10457.0,40.8436038931,-73.9101076803,1009121.72194,246637.80615100003,2094530,2028240005,204,16,22703,BX41,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3893,fde871c411cc5c0e99a9d555315a0ba0,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,1690,BRYANT AVENUE,1690 BRYANT AVENUE,BRONX,Bronx,2,10460.0,40.8356138867,-73.885299851,1015989.44734,243734.766632,2010883,2030020016,203,17,16100,BX75,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,12.0,42,Regional
3894,2e30117b27d4dc9df54e9a86f9a3c45a,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,2737,3 AVENUE,2737 3 AVENUE,BRONX,Bronx,2,10451.0,40.814552,-73.921211,1006059.13779,236050.181702,0,2023260038,201,8,5100,BX39,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,7.0,40,Regional
3895,e4ea863e6768f2d7341e98bd59a6cf80,BRONX-LEBANON HOSPITAL CENTER HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,853,TIFFANY STREET,853 TIFFANY STREET,BRONX,Bronx,2,10459.0,40.8178695136,-73.8936950957,1013674.1896700001,237266.91708400002,2102966,2027320037,202,17,8900,BX27,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,8.0,41,Regional
3896,21ce925329d5989b3b678e71d7a724de,BRONX-LEBANON HOSPITAL CENTER MEDICAL CASE MANAGEMENT [MAI],1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,OTHER HEALTH CARE,HEALTH FACILITY,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3897,88e98ae988a361bbb985ef165a91f7e0,BRONX-LEBANON HOSPITAL CENTER MEDICAL CASE MANAGEMENT [MAI],1650,GRAND CONCOURSE,1650 GRAND CONCOURSE,BRONX,Bronx,2,10457.0,40.8435023988,-73.9110015903,1008874.4294700001,246600.575418,2007859,2028230001,204,16,22703,BX41,HEALTH CARE,OTHER HEALTH CARE,HEALTH FACILITY,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3898,431775dc40153720c213d51d3cb7f941,BRONX-LEBANON HOSPITAL CENTER MEDICAL CASE MANAGEMENT [MAI],1650,SELWYN AVENUE,1650 SELWYN AVENUE,BRONX,Bronx,2,10457.0,40.8436038931,-73.9101076803,1009121.72194,246637.80615100003,2094530,2028240005,204,16,22703,BX41,HEALTH CARE,OTHER HEALTH CARE,HEALTH FACILITY,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3899,af285623ed6f17ab409c5227692547dc,BRONX-LEBANON HOSPITAL CENTER MEDICAL CASE MANAGEMENT [MAI],199,MT EDEN PARKWAY,199 MT EDEN PARKWAY,BRONX,Bronx,2,10457.0,40.843293669299996,-73.90977778199999,1009213.1157399999,246524.87383499998,2124546,2028240019,204,16,22703,BX41,HEALTH CARE,OTHER HEALTH CARE,HEALTH FACILITY,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3900,16209f949ce0dcf5a431f3928c5a72d3,BRONX-LEBANON HOSPITAL CENTER METHADONE MAINTENANCE,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,CHEMICAL DEPENDENCY,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3901,af805c1a67adf596272f7351858a112d,BRONX-LEBANON HOSPITAL CENTER VOCATIONAL REHABILITATION,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HUMAN SERVICES,WORKFORCE DEVELOPMENT,VOCATIONAL REHABILITATION,0,,,Non-public,BRONX-LEBANON HOSPITAL CENTER,,City,NYC Department of Health and Mental Hygiene,NYCDOHMH,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,9.0,42,Local
3904,487fe99fe55ed46f8914e14d0825f750,BRONXCARE ADDICTIONS DETOX PROG MSW-IP,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,0,,,Non-public,BronxCare Health System,,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3905,f98a1a53beb0046283dde11d6919e736,BRONXCARE ADDICTIONS REHAB PROG IP,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,CHEMICAL DEPENDENCY,INPATIENT REHABILITATION,0,,,Non-public,BronxCare Health System,,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3906,6e4087b92aed350bca5c3bf07e28aca7,BRONXCARE CENTER FOR PHYSICAL REHABILITATION,,,,BRONX,Bronx,2,10453.0,40.846509000000005,-73.909665,1009243.1127299999,247696.37149499997,0,0,205,14,22701,BX41,HEALTH CARE,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,46,Regional
3907,4c0c7ad4b96adb41f498d6fa16499289,BRONXCARE CHEMICAL DEPENDENCE OP,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,0,,,Non-public,BronxCare Health System,,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3908,a8ec3c2594affdb1993fc6c7e330fb83,BRONXCARE CHILD STUDY CENTER,400,EAST 176 STREET,400 EAST 176 STREET,BRONX,Bronx,2,10457.0,40.84657,-73.90128,1011562.9766,247721.09951300002,2009444,2029000015,206,15,23100,BX41,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,9.0,48,Regional
3909,60e49187d7f45fc5a0e174be70c691da,BRONXCARE COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM (CPEP),1265,FRANKLIN AVENUE,1265 FRANKLIN AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,MENTAL HEALTH,EMERGENCY MENTAL HEALTH,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3910,6ce43a0aec9a89ca828a6a7fc545b4a8,BRONXCARE CROTONA PARK FAMILY PRACTICE,,,,BRONX,Bronx,2,10457.0,40.83889,-73.899361,1012097.12302,244923.593227,0,0,203,16,16700,BX01,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3911,25d1f28cdfc4763542ff3f589a033b43,BRONXCARE DENTAL SERVICES,,,,BRONX,Bronx,2,10453.0,40.8465,-73.909653,1009246.43616,247693.095881,0,0,205,14,22701,BX41,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,46,Regional
3912,b8d7f7773186893092b85d0526190026,"BRONXCARE DR. MARTIN LUTHER KING, JR. HEALTH CENTER",,,,BRONX,Bronx,2,10456.0,40.831161,-73.90263399999999,1011194.60415,242106.610264,0,0,203,16,14900,BX35,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3913,9ad6dba7add19128cded77fba2d730a8,BRONXCARE HEALTH & WELLNESS CENTER,,,,BRONX,Bronx,2,10457.0,40.843123999999996,-73.909622,1009256.2820299999,246463.10141300003,0,0,204,16,22703,BX41,HEALTH CARE,HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3914,8e593c1cec58fbf1969531732784a20b,BRONXCARE HOSPITAL CENTER,,,,BRONX,Bronx,2,10456.0,40.831771999999994,-73.90365600000001,1010911.53601,242328.907225,0,0,203,16,14900,BX35,HEALTH CARE,HOSPITALS AND CLINICS,HOSPITAL,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3915,2ee3eef3ddc70a4aa13ef4e658bba814,BRONXCARE HOSPITAL CENTER,,,,BRONX,Bronx,2,10457.0,40.843609,-73.91154499999999,1008724.0375600001,246639.26193200002,0,0,204,16,22703,BX41,HEALTH CARE,HOSPITALS AND CLINICS,HOSPITAL,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3916,60a30e66d0255e4eeadad5eae873ab0d,BRONXCARE INPATIENT PSYCHIATRIC UNIT,1265,FRANKLIN AVENUE,1265 FRANKLIN AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,MENTAL HEALTH,INPATIENT MENTAL HEALTH,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3917,aa2a822b1485aafd2f55596a13203b37,BRONXCARE LIFE RECOVERY CR,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,CHEMICAL DEPENDENCY,COMMUNITY RESIDENTIAL,0,,,Non-public,BronxCare Health System,,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3918,cef7ac1fc2d89b762349b39077f0f6e6,BRONXCARE MBD FAMILY PRACTICE,,,,BRONX,Bronx,2,10460.0,40.835808,-73.88542199999999,1015955.5541700001,243805.445,0,0,203,17,16100,BX75,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,12.0,42,Regional
3919,1b1d34b2fc152732d47e854091642a2c,BRONXCARE MEDICAL AND DENTAL AT POE,,,,BRONX,Bronx,2,10458.0,40.860546,-73.897896,1012493.29611,252814.160281,0,0,205,15,23702,BX05,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,10.0,46,Regional
3920,b6f0722363ac3606967517298c5178c8,BRONXCARE OGDEN FAMILY MEDICAL AND DENTAL CENTER,,,,BRONX,Bronx,2,10452.0,40.834835,-73.928391,1004065.6419899999,243438.308887,0,0,204,8,19300,BX26,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,9.0,44,Regional
3921,16f27fe8668fbe8e83e6729de0c53515,BRONXCARE OTP,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,0,,,Non-public,BronxCare Health System,,State,NYS Office of Alcoholism and Substance Abuse Services,NYSOASAS,nysoasas_programs,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3922,aa5fd09699a61854ba08eb7c03dfead7,BRONXCARE PSYCHIATRIC ADULT OUTPATIENT PRACTICE 1,1276,FULTON AVENUE,1276 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8314077797,-73.9028093737,1011145.9723299999,242196.46726399998,2004246,2026120007,203,16,14900,BX35,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3923,71a782a4d452ac1e698cd083129940cc,BRONXCARE PSYCHIATRIC ADULT OUTPATIENT PRACTICE 2,401,EAST 167 STREET,401 EAST 167 STREET,BRONX,Bronx,2,10456.0,40.8308453728,-73.9100372824,1009145.9738200001,241989.425058,2001642,2023940001,203,16,14500,BX01,HEALTH CARE,MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,0,,,Non-public,BronxCare Health System,Non-public,State,NYS Office of Mental Health,NYSOMH,nysomh_mentalhealth,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3924,79e6a995c28a6dc120b89813728d56f6,BRONXCARE SPECIAL CARE CENTER,1265,FULTON AVENUE,1265 FULTON AVENUE,BRONX,Bronx,2,10456.0,40.8316904519,-73.90415891,1010772.39691,242299.04358899998,2091800,2026100042,203,16,14500,BX01,HEALTH CARE,RESIDENTIAL HEALTH CARE,NURSING HOME,240,beds,,Non-public,BronxCare Special Care Center,,State,NYS Department of Health,NYSDOH,nysdoh_nursinghomes,HEALTH AND HUMAN SERVICES,9.0,42,Regional
3925,1fe1ab63d9c770c947f1119cb4ea22e5,BRONXCARE THIRD AVENUE MEDICAL AND DENTAL PRACTICE,,,,BRONX,Bronx,2,10451.0,40.814327,-73.921051,1006103.50035,235968.246053,0,0,201,8,5100,BX39,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,7.0,40,Regional
3926,578550c73deb97eedbde3c68c0e3621b,BRONXCARE TIFFANY MEDICAL AND PEDIATRIC PRACTICE,,,,BRONX,Bronx,2,10459.0,40.817955,-73.89357,1013708.77711,237298.10486999998,0,0,202,17,8900,BX27,HEALTH CARE,HOSPITALS AND CLINICS,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC,0,,,Non-public,"BronxCare Dr. Martin Luther King, Jr. Health Center",Non-public,State,NYS Department of Health,NYSDOH,nysdoh_healthfacilities,HEALTH AND HUMAN SERVICES,8.0,41,Regional
3937,e773709b869d356f1679b9c5f741c7a4,BRONXWORKS HEIGHTS SENIOR CENTER,200,WEST TREMONT AVENUE,200 WEST TREMONT AVENUE,BRONX,Bronx,2,10453.0,40.8518195127,-73.9171398253,1007173.2126399999,249629.14744499998,2008966,2028770522,205,14,20502,BX36,HUMAN SERVICES,SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,0,,,Non-public,BronxWorks Heights Senior Center,Non-public,,Non-public,Non-public,foodbankny_foodbanks,HEALTH AND HUMAN SERVICES,9.0,46,Local
3938,d7f93ce6ddcddf95c599c2f1d99a8cb3,BRONXWORKS INC,1553,UNIVERSITY AVENUE,1553 UNIVERSITY AVENUE,BRONX,Bronx,2,10453.0,40.846332151,-73.92205789409999,1005814.41142,247628.64537800002,2092105,2028770001,205,16,20501,BX36,HUMAN SERVICES,SENIOR SERVICES,SENIOR SERVICES,0,,,Non-public,Bronxworks Inc,Non-public,City,NYC Department for the Aging,NYCDFTA,dfta_contracts,HEALTH AND HUMAN SERVICES,9.0,46,Local
3939,d6f8f7af237b05753b19e6c71baa941c,BRONXWORKS INC,200,WEST TREMONT AVENUE,200 WEST TREMONT AVENUE,BRONX,Bronx,2,10453.0,40.8518195127,-73.9171398253,1007173.2126399999,249629.14744499998,2008966,2028770522,205,14,20502,BX36,HUMAN SERVICES,SENIOR SERVICES,SENIOR CENTER,0,,,Non-public,Bronxworks Inc,Non-public,City,NYC Department for the Aging,NYCDFTA,dfta_contracts,HEALTH AND HUMAN SERVICES,9.0,46,Local
3940,7cc0eace88ed70e5053961b7f41cf088,BRONXWORKS INC,236,EAST TREMONT AVENUE,236 EAST TREMONT AVENUE,BRONX,Bronx,2,10457.0,40.8486666728,-73.9045925657,1010645.65356,248483.980781,2007599,2028040021,205,15,23302,BX41,HUMAN SERVICES,SENIOR SERVICES,SENIOR CENTER,0,,,Non-public,Bronxworks Inc,Non-public,City,NYC Department for the Aging,NYCDFTA,dfta_contracts,HEALTH AND HUMAN SERVICES,9.0,46,Local
3941,42473dc3f4dccecc70d614312b524416,BRONXWORKS INC,515,JACKSON AVENUE,515 JACKSON AVENUE,BRONX,Bronx,2,10455.0,40.8125827552,-73.9097921162,1009220.6722700001,235335.764778,2091284,2025570083,201,8,3500,BX39,HUMAN SERVICES,SENIOR SERVICES,SENIOR CENTER,0,,,Non-public,Bronxworks Inc,Non-public,City,NYC Department for the Aging,NYCDFTA,dfta_contracts,HEALTH AND HUMAN SERVICES,7.0,40,Local
3942,c4e05d005813cbd34f1fd72962e78bd9,BRONXWORKS INC,80,EAST 181 STREET,80 EAST 181 STREET,BRONX,Bronx,2,10453.0,40.8549081023,-73.9043614841,1010707.1024200001,250758.03977800003,2013953,2031780032,205,14,24100,BX41,HUMAN SERVICES,SENIOR SERVICES,SENIOR CENTER,0,,,Non-public,Bronxworks Inc,Non-public,City,NYC Department for the Aging,NYCDFTA,dfta_contracts,HEALTH AND HUMAN SERVICES,10.0,46,Local
3954,f8f78b7afa9f85c1c23c3c80db03ff82,BRONXWORKS INC FAMILY SUPPORT,2070,GRAND CONCOURSE,2070 GRAND CONCOURSE,BRONX,Bronx,2,10457.0,40.8530655884,-73.9024765534,1011229.29017,250087.316804,2013631,2031560009,205,15,23502,BX41,HEALTH CARE,OTHER HEALTH CARE,FAMILY SUPPORT,0,,,Non-public,BRONXWORKS INC,,City,NYC Department of Youth and Community Development,NYCDYCD,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,10.0,46,Regional
3955,c7d101ee6a8b85fb1d4ef196136f94c1,BRONXWORKS INC FAMILY SUPPORT,2925,GRAND CONCOURSE,2925 GRAND CONCOURSE,BRONX,Bronx,2,10468.0,40.8718697242,-73.8888229243,1014997.7894700001,256942.88708200003,2017617,2033200028,207,11,40701,BX28,HEALTH CARE,OTHER HEALTH CARE,FAMILY SUPPORT,0,,,Non-public,BRONXWORKS INC,,City,NYC Department of Youth and Community Development,NYCDYCD,moeo_socialservicesiteloactions,HEALTH AND HUMAN SERVICES,10.0,52,Regional
