,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
6165,63c7e101fc3c8a0f6245a85754aeea44,CITY OWNED PROPERTY,,FOREST GREEN,,STATEN ISLAND,Staten Island,5,10312.0,40.554666999999995,-74.19666,929601.1259239999,141417.986694,0,5060190049,503,51,17010,SI48,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,123,Regional
6166,535806eec5c61789f34539930f8fba5e,CITY OWNED PROPERTY,,FRANKLIN D ROOSEVELT DRI,,,Manhattan,1,,40.785488,-73.939153,1001100.07047,225457.194225,0,1016950051,111,8,16200,,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-WATERFRONT (ANY AGENCY),0,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,City,NYC Department of Small Business Services,NYCSBS,dcp_colp,ADMINISTRATION OF GOVERNMENT,,0,Regional
6167,06083ecef114eac0b818cb30d3f2246a,CITY OWNED PROPERTY,,FRANKLIN D ROOSEVELT DRI,,,Manhattan,1,,40.784923,-73.939789,1000924.0875299999,225251.22379299998,0,1016940051,111,8,16200,,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-WATERFRONT (ANY AGENCY),0,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,City,NYC Department of Small Business Services,NYCSBS,dcp_colp,ADMINISTRATION OF GOVERNMENT,,0,Regional
6168,4f927e563476943a8a26dd7b7307b937,CITY OWNED PROPERTY,,GUNTHER PLACE,,BROOKLYN,Brooklyn,3,11233.0,40.676813,-73.911575,1008777.0805700001,185870.017041,0,3015670007,316,41,30100,BK79,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,23.0,73,Regional
6169,80891bc53708a414c99139920f5d9a70,CITY OWNED PROPERTY,,HAMPTON GREEN,,STATEN ISLAND,Staten Island,5,10312.0,40.552759,-74.195367,929958.8803579999,140722.05406300002,0,5060180047,503,51,17010,SI48,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,123,Regional
6170,6d531bc57458cf5f393228c9dbe26470,CITY OWNED PROPERTY,,HARBOR ROAD,,STATEN ISLAND,Staten Island,5,10303.0,40.633949,-74.160577,939680.988602,170281.942361,0,5012360173,501,49,31902,SI12,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,121,Regional
6171,fa2dffb49c09109d28c58fca76070a56,CITY OWNED PROPERTY,,HAVEN AVENUE,,STATEN ISLAND,Staten Island,5,10306.0,40.579165,-74.098285,956948.064766,150297.18014100002,0,5036730016,502,50,11201,SI36,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6172,5bb49578fdaa8587c9daadb8e1f008d0,CITY OWNED PROPERTY,,HAWTREE CREEK ROAD,,JAMAICA,Queens,4,11420.0,40.67119,-73.820116,1034149.9039299999,183860.25373499998,0,4117400050,410,32,83800,QN55,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,27.0,106,Regional
6173,b791f9da1ad193bf69ef191f7299f53f,CITY OWNED PROPERTY,,HERKIMER STREET,,BROOKLYN,Brooklyn,3,11233.0,40.677859999999995,-73.912811,1008433.8627700001,186251.125351,0,3015510128,316,41,30100,BK79,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,23.0,73,Regional
6174,9c6d6fd976a3b7fe1e42d732906a4066,CITY OWNED PROPERTY,,HOME STREET,,BRONX,Bronx,2,10456.0,40.82826,-73.901166,1011602.04385,241050.125029,0,2026620037,203,17,13500,BX35,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,9.0,42,Regional
6175,306a36ad63691ba29ba388d938c5d976,CITY OWNED PROPERTY,,HUBBARD STREET,,BROOKLYN,Brooklyn,3,11235.0,40.588618,-73.962811,994579.024241,153728.020956,0,3072230122,313,48,37000,BK19,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,21.0,60,Regional
6176,146d787bb74531735b550846018086c2,CITY OWNED PROPERTY,,HUDSON AVENUE,,BROOKLYN,Brooklyn,3,11201.0,40.70563,-73.980808,989571.1242059999,196357.099029,0,3000060100,302,33,2100,BK38,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,13.0,84,Regional
6177,a008995e119f2ea98a626746ab94316b,CITY OWNED PROPERTY,,HUNTER AVENUE,,STATEN ISLAND,Staten Island,5,10306.0,40.577721999999994,-74.096879,957338.046551,149771.024587,0,5037240014,502,50,11202,SI45,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6178,1a8c2a037a29d8a39164e7d312380689,CITY OWNED PROPERTY,,HYLAN BOULEVARD,,STATEN ISLAND,Staten Island,5,10309.0,40.507197,-74.225753,921472.0622350001,124143.103665,0,5077340100,503,51,24402,SI11,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,123,Regional
6179,dbb399559332fbc5e8c39f4562b056f3,CITY OWNED PROPERTY,,JAMAICA AVENUE,,JAMAICA,Queens,4,11423.0,40.709576,-73.773882,1046939.11079,197875.073599,0,4103520098,412,27,44400,QN61,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,29.0,103,Regional
6180,cc5bada74b5083f49089b50c367f06be,CITY OWNED PROPERTY,,KANE STREET,,BROOKLYN,Brooklyn,3,11201.0,40.687181,-73.99861899999999,984632.9984530001,189635.002835,0,3003100134,306,39,4900,BK33,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,15.0,76,Regional
6181,8891072892d40d088d13985dc2908acf,CITY OWNED PROPERTY,,KEARNEY AVENUE,,BRONX,Bronx,2,10465.0,40.817749,-73.812039,1036275.88985,237260.972621,0,2055000011,210,13,11800,BX52,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,8.0,45,Regional
6182,ef251d54ff3dd62ab0486e91a5650089,CITY OWNED PROPERTY,,LAWRENCE AVENUE,,STATEN ISLAND,Staten Island,5,10310.0,40.62423,-74.106605,954656.889458,166718.208022,0,5002780121,501,49,12100,SI35,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,120,Regional
6183,0ab540410e4f6523f772015b0cadec3f,CITY OWNED PROPERTY,,LAWRENCE STREET,,FLUSHING,Queens,4,11354.0,40.758561,-73.834852,1030002.1228299999,215684.065146,0,4049620012,407,20,87100,QN22,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,25.0,109,Regional
6184,9a35e1379d0c76a91ea58426694da04c,CITY OWNED PROPERTY,,LEEDS STREET,,STATEN ISLAND,Staten Island,5,10306.0,40.562264,-74.12481,949571.092984,144149.118727,0,5046610050,503,50,13204,SI25,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6185,f1e5d25b8a9f7ed0a766673a25b4acba,CITY OWNED PROPERTY,,MANOR ROAD,,STATEN ISLAND,Staten Island,5,10314.0,40.614998,-74.123965,949833.0678190001,163361.092898,0,5003700099,501,50,15100,SI07,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,120,Regional
6186,ae79b52da3fd381b889929c8d1e11b68,CITY OWNED PROPERTY,,MAYDA ROAD,,JAMAICA,Queens,4,11422.0,40.657862,-73.736571,1057339.8689899999,179063.153274,0,4135820150,413,31,66000,QN05,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,29.0,105,Regional
6187,28ea0bff6b27ccc12e69e12b26205ba2,CITY OWNED PROPERTY,,MCCLEAN AVENUE,,STATEN ISLAND,Staten Island,5,10305.0,40.598690999999995,-74.063773,966540.100162,157402.124712,0,5031210075,502,50,7400,SI14,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6188,89a011c1e7f1aa981b3ee43005df7d38,CITY OWNED PROPERTY,,MONTGOMERY STREET,,BROOKLYN,Brooklyn,3,11225.0,40.666078999999996,-73.95567,996548.112745,181950.047858,0,3012950085,309,35,32300,BK63,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,17.0,71,Regional
6189,db7b110e0ae4e9be812f244fb1bade10,CITY OWNED PROPERTY,,MORNINGSTAR ROAD,,STATEN ISLAND,Staten Island,5,10303.0,40.635078,-74.145491,943868.868295,170685.95176300002,0,5011250014,501,49,21300,SI28,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Economic Development Corporation,NYCEDC,City,NYC Economic Development Corporation,NYCEDC,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,121,Regional
6190,0f534c109761241a7271aab2821f922e,CITY OWNED PROPERTY,,NONE,,JAMAICA,Queens,4,11422.0,40.653608,-73.726129,1060241.89738,177522.195812,0,4136960101,413,31,66400,QN05,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,29.0,105,Regional
6191,3e99fcf5ad76d38752b5f34467d6018b,CITY OWNED PROPERTY,,NORTHERN BOULEVARD,,LONG ISLAND CITY,Queens,4,11101.0,40.75128,-73.933439,1002691.89116,212995.238472,0,4002390097,401,26,17100,QN31,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,30.0,114,Regional
6192,15fb12b67c11ba0f42ee19978dd43912,CITY OWNED PROPERTY,,PALISADE AVENUE,,,Bronx,2,,40.904463,-73.914268,1007948.9292700001,268810.022308,0,2059330149,208,11,30900,,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,,0,Regional
6193,870fa0e2126d61c624e1566919980c78,CITY OWNED PROPERTY,,PARK PLACE,,BROOKLYN,Brooklyn,3,11213.0,40.671869,-73.929599,1003779.08243,184064.244794,0,3013730125,308,36,34700,BK61,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,17.0,77,Regional
6194,38d731d60b06225018b191b83e239301,CITY OWNED PROPERTY,,PEARL STREET,,FAR ROCKAWAY,Queens,4,11691.0,40.610209000000005,-73.75886899999999,1051200.9695899999,161684.13123199999,0,4156570050,414,31,103201,QN15,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,27.0,101,Regional
6195,40d12723faa6bbf7551c4cb422342ef9,CITY OWNED PROPERTY,,PEMBROKE AVENUE,,FLUSHING,Queens,4,11362.0,40.771054,-73.734534,1057780.0677399999,220303.966446,0,4082600226,411,19,150702,QN45,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,26.0,111,Regional
6196,96290c62e4902d781c81c72e4bf1f8a4,CITY OWNED PROPERTY,,PLUMB 2 STREET,,BROOKLYN,Brooklyn,3,11235.0,40.587471,-73.92859,1004084.04314,153316.031822,0,3088410450,315,46,62800,,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,,0,Regional
6197,6d2b01054b2cf3344bb7e6d9f2500c87,CITY OWNED PROPERTY,,QUINCY STREET,,BROOKLYN,Brooklyn,3,11221.0,40.688294,-73.941048,1000599.1283200001,190045.99958099998,0,3018060069,303,36,27900,BK35,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,16.0,79,Regional
6198,8f42b5ac0f585bb66a3bad450237ca8e,CITY OWNED PROPERTY,,REYNOLDS AVENUE,,BRONX,Bronx,2,10464.0,40.841390999999994,-73.787692,1042994.0281299999,245889.99297,0,2056260179,210,13,51600,BX10,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,11.0,45,Regional
6199,f8fac79ce3031ba83dbe7973f12aba5e,CITY OWNED PROPERTY,,SLATER BOULEVARD,,STATEN ISLAND,Staten Island,5,10305.0,40.580496999999994,-74.089899,959278.0530020001,150779.958472,0,5037110133,502,50,11201,SI36,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6200,75ee287492201d6b66d2fb2040c98ff9,CITY OWNED PROPERTY,,SOUTH CONDUIT AVENUE,,LAURELTON,Queens,4,11413.0,40.665089,-73.749075,1053863.03076,181685.955532,0,4135060234,413,31,68000,QN03,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,29.0,105,Regional
6201,971e5ed763b5ea83407c09d5e917d2b1,CITY OWNED PROPERTY,,SOUTH RAILROAD AVENUE,,STATEN ISLAND,Staten Island,5,10306.0,40.570819,-74.120244,950844.0500790001,147264.1372,0,5042310152,502,50,13400,SI45,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6202,9b64595473fde77c0839b9b04c5ce3bb,CITY OWNED PROPERTY,,STAFFORD AVENUE,,STATEN ISLAND,Staten Island,5,10309.0,40.541203,-74.202201,928050.0447430001,136516.24816400002,0,5068900050,503,51,20804,SI32,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,123,Regional
6203,f5b6b85147a98267c2082e75b5b3320d,CITY OWNED PROPERTY,,SUTPHIN BOULEVARD,,JAMAICA,Queens,4,11435.0,40.696543,-73.804836,1038367.9968200001,193106.137972,0,4100310029,412,28,20800,QN61,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,28.0,103,Regional
6204,40e7c9928302ebd84b9635da5f851cda,CITY OWNED PROPERTY,T,ROCKAWAY FREEWA,T ROCKAWAY FREEWA,BROAD CHANNEL,Queens,4,11693.0,40.590758,-73.80589,1038161.1313700001,154565.216311,0,4161000033,414,31,94202,QN12,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,27.0,100,Regional
6205,3a6c527d5eb2a04c661d5d72d4e4c889,CITY OWNED PROPERTY,,TALLMAN BOULEVARD,,FLUSHING,Queens,4,11354.0,40.765868,-73.845047,1027173.02345,218341.0807,0,4043940001,407,19,90700,QN23,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Economic Development Corporation,NYCEDC,City,NYC Economic Development Corporation,NYCEDC,dcp_colp,ADMINISTRATION OF GOVERNMENT,25.0,109,Regional
6206,8bd98334bdab782db0c5b3d56c71da9f,CITY OWNED PROPERTY,,THE STRAND,,FAR ROCKAWAY,Queens,4,11691.0,40.609538,-73.76874699999999,1048458.95596,161432.274192,0,4157000017,414,31,100801,QN15,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,27.0,101,Regional
6207,0a323b207c84e4c322ddba273a60288c,CITY OWNED PROPERTY,,THIRD AVENUE,,BRONX,Bronx,2,10451.0,40.809583,-73.932488,1002939.0111,234237.19156799998,0,2023190200,201,8,5100,BX39,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,7.0,40,Regional
6208,e9975838219a94ae34c4aa40c013dfb0,CITY OWNED PROPERTY,,UNION HALL STREET,,JAMAICA,Queens,4,11433.0,40.70302,-73.796774,1040598.0703299999,195470.978895,0,4101060128,412,27,24600,QN61,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,28.0,103,Regional
6209,129e4858ffea575f951c5945d0cb693c,CITY OWNED PROPERTY,,VALDEMAR AVENUE,,STATEN ISLAND,Staten Island,5,10309.0,40.528468,-74.201565,928216.1388799999,131876.192919,0,5068590011,503,51,20804,SI32,OTHER PROPERTY,MISCELLANEOUS USE,NO USE-VACANT LAND,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,123,Regional
6210,ae22da9183d9a116ad654fa602ef193a,CITY OWNED PROPERTY,,,,BRONX,Bronx,2,10474.0,40.814664,-73.890876,1014455.94311,236099.99372600002,0,2027380037,202,17,9300,BX27,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Administration for Childrens Services,NYCACS,City,NYC Administration for Childrens Services,NYCACS,dcp_colp,ADMINISTRATION OF GOVERNMENT,8.0,41,Regional
6211,c047cdea160e929d93c658ce118957e6,CITY OWNED PROPERTY,,,,STATEN ISLAND,Staten Island,5,10310.0,40.624229,-74.106961,954558.0649229999,166717.964165,0,5002780001,501,49,12100,SI35,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,120,Regional
6212,9371e0fe6e91d7e3a1e51acb90296cb3,CITY OWNED PROPERTY,,,,STATEN ISLAND,Staten Island,5,10305.0,40.5906,-74.087245,960018.9410280001,154459.987852,0,5033600139,502,50,7000,SI36,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6213,b3e68af9b9c33b2965a60993210798c7,CITY OWNED PROPERTY,,,,STATEN ISLAND,Staten Island,5,10306.0,40.561252,-74.107515,954376.115748,143774.050244,0,5040560025,503,50,12806,SI25,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,122,Regional
6214,20ba8b49e87de7696daed64d60ea5625,CITY OWNED PROPERTY,,,,STATEN ISLAND,Staten Island,5,10312.0,40.525766,-74.166072,938081.100642,130871.08801600001,0,5063540043,503,51,17600,SI01,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,31.0,123,Regional
6215,70a5f711403092a0e1f8e27c6abfcc58,CITY OWNED PROPERTY,,,,BROOKLYN,Brooklyn,3,11235.0,40.594049,-73.930337,1003596.9101799999,155712.172121,0,3089460550,315,46,62800,,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,,0,Regional
6216,b7a5a2003ae24d6469591031d13064df,CITY OWNED PROPERTY,,,,BROOKLYN,Brooklyn,3,11234.0,40.618442,-73.918414,1006899.9051399999,164602.02731600002,0,3079030062,318,46,68800,BK58,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,22.0,63,Regional
6217,a8455565693be294af8cd6483c44f150,CITY OWNED PROPERTY,,,,,Queens,4,,40.592938000000004,-73.809798,1037074.0203799999,155357.062719,0,4161030110,414,32,94202,,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,,0,Regional
6218,8f3a12b74abe0fe160e38ef051feb103,CITY OWNED PROPERTY,,,,BROOKLYN,Brooklyn,3,11208.0,40.661623999999996,-73.868667,1020687.07151,180351.16898299998,0,3045640012,305,42,107800,BK82,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,19.0,75,Regional
6219,05b2a6eb087450b4069a3ef66da85dd0,CITY OWNED PROPERTY,,,,LONG ISLAND CITY,Queens,4,11105.0,40.773531,-73.899171,1012177.1061200001,221111.07546999998,0,4007730148,401,22,12301,QN72,OTHER PROPERTY,MISCELLANEOUS USE,NO USE,0,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,City,NYC Department of Citywide Administrative Services,NYCDCAS,dcp_colp,ADMINISTRATION OF GOVERNMENT,30.0,114,Regional
