,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
200483,1009,2.0,4.0,10019.0,H3,5.0,7532.0,112850.0,28.0,2.0,15711300.0,2007.0,-73.9779577,40.7643367,0
200503,999,2.0,4.0,10036.0,O4,5.0,42049.0,1047390.0,42.0,50.0,207316350.0,1970.0,-73.9825188,40.7578984,0
200509,1008,2.0,4.0,10019.0,O4,5.0,5021.0,87573.0,27.0,1.0,9125550.0,2018.0,-73.97837309999998,40.7636946,0
200510,1016,2.0,3.0,10036.0,RC,5.0,19982.0,487156.0,30.0,1332.0,104575179.0,1961.0,-73.98830840000001,40.7587088,0
200528,1019,2.0,3.0,10036.0,D6,4.0,13983.0,463143.0,52.0,465.0,53877600.0,2001.0,-73.9869978,40.7605092,2
200543,1016,2.0,3.0,10036.0,O4,5.0,65764.0,1721814.0,54.0,1.0,364938750.0,1970.0,-73.98643879999999,40.757929100000005,2
200555,1020,2.0,3.0,10036.0,D8,3.0,24100.0,475327.0,42.0,483.0,64098900.0,1989.0,-73.9860916,40.7608934,0
200565,1022,2.0,3.0,10019.0,O4,5.0,90400.0,2438059.0,48.0,47.0,418591800.0,1972.0,-73.9847016,40.7621064,2
200570,1021,2.0,4.0,10019.0,O4,5.0,22015.0,561139.0,34.0,7.0,85324500.0,1988.0,-73.98391140000001,40.7608848,0
200583,1024,2.0,3.0,10019.0,O4,5.0,23900.0,762619.0,35.0,1.0,143442450.0,1987.0,-73.9835462,40.7631025,0
200596,1024,2.0,3.0,10019.0,D8,3.0,29125.0,542276.0,62.0,428.0,81288900.0,2015.0,-73.98407309999999,40.763560999999996,2
200600,1020,2.0,3.0,10019.0,H1,5.0,35275.0,843131.0,46.0,10.0,82152000.0,1987.0,-73.98507740000001,40.760618799999996,2
200609,1023,2.0,3.0,10019.0,H2,5.0,21275.0,325216.0,26.0,1.0,56778300.0,1929.0,-73.9837485,40.7625179,0
200620,1032,2.0,3.0,10036.0,O4,5.0,27975.0,552775.0,33.0,36.0,58604850.0,1931.0,-73.99158249999999,40.757504100000006,0
200621,1028,2.0,4.0,10019.0,D6,4.0,16120.0,311689.0,36.0,406.0,37209150.0,1979.0,-73.98146990000001,40.7654737,0
200624,1028,2.0,3.0,10019.0,O4,5.0,22075.0,435677.0,26.0,186.0,63641700.0,1921.0,-73.98253100000001,40.7662753,0
200650,1027,2.0,4.0,10019.0,O4,5.0,29505.0,519600.0,26.0,53.0,115198650.0,1950.0,-73.9816902,40.7649495,0
200776,1039,2.0,3.0,10036.0,H2,5.0,4700.0,73651.0,27.0,1.0,12325410.0,2018.0,-73.9874308,40.761426,0
201162,1071,2.0,3.0,10036.0,D8,3.0,37655.0,388073.0,44.0,422.0,56460600.0,1987.0,-73.9976067,40.760962799999994,2
201169,1071,2.0,3.0,10036.0,D6,4.0,24269.0,319967.0,35.0,380.0,37141200.0,1996.0,-73.99637940000001,40.7605401,0
201279,1118,3.0,6.0,10023.0,M1,8.0,25104.0,40110.0,36.0,328.0,7374150.0,1974.0,-73.98142800000001,40.7731562,0
201299,1260,2.0,4.0,10036.0,H1,5.0,15816.0,294000.0,30.0,1.0,40790250.0,1999.0,-73.9816422,40.755996100000004,0
201301,1132,3.0,3.0,10023.0,D8,3.0,9646.0,461229.0,54.0,340.0,58580550.0,2014.0,-73.9860604,40.7719602,2
201371,1260,2.0,4.0,10036.0,RC,5.0,27614.0,446678.0,26.0,3.0,62654400.0,1957.0,-73.9801264,40.755224600000005,0
201385,1269,2.0,4.0,10019.0,O4,5.0,21606.0,500177.0,39.0,0.0,63795150.0,1965.0,-73.97847469999999,40.7619654,0
201394,1269,2.0,4.0,10019.0,D6,4.0,2209.0,74291.0,73.0,184.0,11382750.0,2015.0,-73.9783412,40.7617211,2
201416,1269,2.0,4.0,10019.0,O4,5.0,12301.0,205020.0,27.0,1.0,44595900.0,1957.0,-73.9758652,40.7609932,0
201427,1267,2.0,4.0,10019.0,O4,5.0,13625.0,336010.0,36.0,67.0,79907400.0,1977.0,-73.9768041,40.759769299999995,0
201434,1269,2.0,4.0,10019.0,D6,4.0,1506.0,50648.0,73.0,184.0,7733700.0,2015.0,-73.97797299999999,40.761883000000005,2
201435,1269,2.0,4.0,10019.0,D6,4.0,1506.0,50648.0,73.0,184.0,7733700.0,2015.0,-73.9779188,40.761860999999996,2
201456,1277,2.0,4.0,10017.0,O4,5.0,13356.0,251043.0,28.0,30.0,80930250.0,2004.0,-73.9803579,40.753566799999994,0
201473,1277,2.0,4.0,10017.0,O4,5.0,44048.0,1678135.0,60.0,5.0,409013100.0,2017.0,-73.97855340000001,40.7529654,2
201488,1282,2.0,4.0,10017.0,O4,5.0,43313.0,1174988.0,44.0,3.0,253474200.0,1999.0,-73.9767262,40.7554682,0
201490,1278,2.0,4.0,10017.0,O4,5.0,43313.0,874744.0,26.0,2.0,122128200.0,1914.0,-73.9780948,40.7535911,0
201498,1271,2.0,4.0,10019.0,O4,5.0,14059.0,311501.0,32.0,87.0,52130250.0,1971.0,-73.97747079999999,40.7632744,0
201507,1276,2.0,4.0,10017.0,O4,5.0,20737.0,600000.0,26.0,4.0,103313250.0,1981.0,-73.9783047,40.7519278,0
201517,1279,2.0,4.0,10017.0,O4,5.0,16550.0,332312.0,36.0,75.0,38330100.0,1927.0,-73.97942629999999,40.7548375,0
201521,1275,2.0,4.0,10017.0,O4,5.0,11341.0,201387.0,26.0,8.0,42642450.0,1988.0,-73.98135450000001,40.752230299999994,0
201531,1283,2.0,4.0,10017.0,H9,5.0,7531.0,115924.0,32.0,1.0,14542200.0,2017.0,-73.97735390000001,40.75660739999999,0
201535,1284,2.0,4.0,10017.0,O4,5.0,24775.0,386166.0,28.0,35.0,91664100.0,1962.0,-73.9750944,40.756417600000006,0
201558,1288,2.0,4.0,10022.0,O4,5.0,7531.0,164722.0,30.0,1.0,29781000.0,1929.0,-73.974292,40.7591896,0
201595,1285,2.0,4.0,10017.0,O4,5.0,16575.0,401686.0,42.0,7.0,85057650.0,1931.0,-73.976101,40.75763920000001,0
201606,1307,2.0,4.0,10022.0,O4,5.0,11050.0,268106.0,35.0,45.0,43407000.0,1983.0,-73.9716033,40.7580609,0
201607,1283,2.0,4.0,10017.0,O4,5.0,80333.0,1351000.0,52.0,2.0,108763650.0,1958.0,-73.9759897,40.7559814,2
201620,1299,2.0,4.0,10017.0,O4,5.0,17573.0,629323.0,43.0,17.0,102332700.0,1982.0,-73.97409959999999,40.7527476,0
201623,1290,2.0,4.0,10022.0,O4,5.0,12552.0,272532.0,37.0,43.0,60466500.0,1971.0,-73.97376070000001,40.760932399999994,0
201629,1315,2.0,4.0,10017.0,O4,5.0,18993.0,380000.0,28.0,92.0,53970300.0,1958.0,-73.97441459999999,40.7502719,0
201630,1300,2.0,4.0,10169.0,O4,5.0,69153.0,1212596.0,34.0,1.0,222435000.0,1929.0,-73.9761058,40.754392200000005,0
201637,1316,2.0,4.0,10017.0,O4,5.0,18578.0,289356.0,31.0,50.0,37296900.0,1966.0,-73.9738693,40.7510156,0
201646,1336,2.0,4.0,10017.0,RM,4.0,10050.0,110149.0,28.0,80.0,16563614.0,1983.0,-73.9712564,40.7505594,0
201662,1303,2.0,4.0,10017.0,O4,5.0,22083.0,490020.0,50.0,80.0,56789550.0,1983.0,-73.97178509999999,40.7550115,2
201667,1301,2.0,4.0,10017.0,O4,5.0,81336.0,1586876.0,45.0,35.0,373849200.0,1966.0,-73.9747233,40.75462520000001,2
201682,1304,2.0,4.0,10022.0,O4,5.0,24100.0,526124.0,41.0,56.0,92158650.0,1970.0,-73.9713553,40.7556345,0
201689,1306,2.0,4.0,10022.0,O4,5.0,15062.0,304640.0,35.0,16.0,45078300.0,1984.0,-73.97076259999999,40.7572125,0
201867,1284,2.0,4.0,10017.0,O4,5.0,25005.0,656428.0,45.0,38.0,120366000.0,1984.0,-73.97702159999999,40.7572304,2
203013,146,13.0,33.0,11201.0,O4,5.0,18600.0,393686.0,35.0,4.0,27105750.0,2018.0,-73.9838272,40.6911241,1
203045,148,13.0,33.0,11201.0,D7,4.0,15534.0,456082.0,51.0,494.0,49792050.0,2009.0,-73.98595440000001,40.692741,1
203048,149,13.0,33.0,11201.0,D7,4.0,46367.0,667250.0,72.0,418.0,19788750.0,1908.0,-73.9823922,40.690402,1
203100,157,15.0,33.0,11201.0,D6,4.0,61925.0,706521.0,52.0,485.0,55005750.0,2018.0,-73.98496340000001,40.6897875,1
203106,161,15.0,33.0,11201.0,D6,4.0,15015.0,333461.0,43.0,329.0,21330000.0,2018.0,-73.98151999999999,40.688788,1
215936,79,30.0,26.0,11101.0,O4,5.0,82161.0,1359110.0,49.0,11.0,98641350.0,1987.0,-73.94406409999999,40.747058100000004,3
227300,1037,2.0,3.0,10036.0,H2,5.0,14752.0,243912.0,27.0,2.0,27947250.0,2014.0,-73.9881637,40.7602403,0
227310,1052,2.0,3.0,10036.0,D6,4.0,160664.0,2035745.0,46.0,1706.0,202391550.0,1976.0,-73.9937914,40.759389899999995,2
227378,1037,2.0,3.0,10036.0,H2,5.0,3292.0,75902.0,29.0,1.0,11819250.0,2014.0,-73.98814209999999,40.7601004,0
240655,341,1.0,1.0,10002.0,D4,3.0,79658.0,231417.0,26.0,201.0,10513800.0,1972.0,-73.9848889,40.7161977,0
240874,829,2.0,3.0,10001.0,D7,4.0,18762.0,293978.0,36.0,273.0,37579950.0,2003.0,-73.99044359999999,40.745589100000004,0
240940,861,2.0,4.0,10016.0,H3,5.0,4319.0,78843.0,31.0,1.0,15612300.0,2014.0,-73.9849073,40.7463323,0
241027,884,2.0,2.0,10016.0,D4,3.0,9535.0,114407.0,27.0,151.0,14988150.0,1984.0,-73.9836269,40.743373299999995,0
241084,892,2.0,4.0,10016.0,D4,3.0,5795.0,107504.0,26.0,112.0,12380850.0,1974.0,-73.9781508,40.748033,0
241088,892,2.0,4.0,10016.0,RM,4.0,3680.0,121435.0,31.0,135.0,12589200.0,2002.0,-73.977144,40.7475607,0
241095,878,2.0,2.0,10010.0,D7,4.0,6660.0,181226.0,32.0,168.0,24998400.0,1990.0,-73.98367859999999,40.7385783,0
241124,889,2.0,2.0,10016.0,RC,5.0,46740.0,977745.0,42.0,2.0,87316398.0,1977.0,-73.9810746,40.7465102,0
241194,1171,3.0,6.0,10023.0,RM,4.0,83139.0,630198.0,43.0,622.0,133226550.0,2013.0,-73.99042890000001,40.7727182,0
241255,1419,2.0,4.0,10065.0,RM,4.0,43683.0,343069.0,26.0,290.0,45727667.0,1978.0,-73.9626588,40.7644399,0
241399,1576,2.0,5.0,10075.0,D4,3.0,18900.0,232400.0,30.0,163.0,20473650.0,1981.0,-73.9488276,40.771027399999994,0
248472,2414,14.0,33.0,11249.0,D6,4.0,26021.0,449695.0,42.0,353.0,39942450.0,2018.0,-73.9666071,40.7159468,1
251662,1446,2.0,5.0,10021.0,D4,3.0,40866.0,560525.0,34.0,466.0,48340800.0,1963.0,-73.9567328,40.767635399999996,0
252844,1171,3.0,6.0,10069.0,D6,4.0,50574.0,589670.0,40.0,523.0,64358550.0,1998.0,-73.98790059999999,40.778396799999996,0
262925,1417,2.0,4.0,10065.0,D7,4.0,5250.0,113438.0,30.0,68.0,8626500.0,2017.0,-73.964623,40.7636692,0
265657,121,2.0,1.0,10007.0,O4,5.0,50184.0,1056600.0,39.0,1.0,70305750.0,1914.0,-74.0036757,40.7129735,0
265688,158,2.0,1.0,10007.0,Z1,8.0,74180.0,635000.0,31.0,31.0,50865300.0,1933.0,-74.00231219999999,40.713657,0
265818,233,2.0,1.0,10013.0,H1,5.0,14470.0,121165.0,26.0,0.0,22947300.0,1914.0,-73.9998377,40.7197751,0
266971,548,2.0,1.0,10003.0,RM,4.0,36050.0,512503.0,31.0,391.0,61523550.0,1965.0,-73.9930761,40.730498600000004,0
266985,548,2.0,1.0,10003.0,D6,4.0,37400.0,489709.0,35.0,486.0,69371550.0,1976.0,-73.9934441,40.730070500000004,0
267003,556,1.0,2.0,10003.0,H8,8.0,17645.0,181380.0,26.0,212.0,14938650.0,2006.0,-73.9892656,40.7321095,0
267711,799,2.0,3.0,10011.0,H2,5.0,7406.0,172767.0,45.0,1.0,36060300.0,2019.0,-73.9943125,40.744162100000004,2
267729,800,2.0,3.0,10001.0,H2,5.0,8527.0,185831.0,40.0,1.0,17131950.0,2016.0,-73.9927462,40.744302000000005,0
267735,800,2.0,3.0,10011.0,H2,5.0,7112.0,154812.0,42.0,1.0,16519050.0,2019.0,-73.9929411,40.744060499999996,0
267767,802,2.0,3.0,10001.0,D6,4.0,15677.0,269947.0,31.0,297.0,47457900.0,2000.0,-73.9915046,40.745257099999996,0
267815,806,2.0,3.0,10001.0,H1,5.0,19011.0,473391.0,28.0,538.0,42259050.0,1929.0,-73.991663,40.748704499999995,0
267833,803,2.0,3.0,10001.0,H2,5.0,4938.0,105328.0,35.0,1.0,9905850.0,2019.0,-73.9920747,40.7464483,0
267844,803,2.0,3.0,10001.0,H2,5.0,7571.0,217166.0,46.0,1.0,34189650.0,2018.0,-73.992432,40.74659929999999,2
267916,827,2.0,3.0,10010.0,D7,4.0,29625.0,428340.0,36.0,410.0,59175900.0,2005.0,-73.9912233,40.7443376,0
267924,831,2.0,3.0,10001.0,H2,5.0,7718.0,101189.0,26.0,1.0,4852800.0,2020.0,-73.989469,40.7468461,0
267971,830,2.0,3.0,10001.0,H1,5.0,11525.0,272334.0,40.0,1.0,9840600.0,2018.0,-73.9891552,40.74572620000001,0
267978,830,2.0,3.0,10001.0,H1,5.0,6641.0,272334.0,40.0,1.0,5670450.0,2018.0,-73.98893509999999,40.745572499999994,0
268026,834,2.0,4.0,10001.0,D6,4.0,9000.0,194422.0,41.0,224.0,23850450.0,2016.0,-73.9871228,40.7484104,0
268057,840,2.0,4.0,10018.0,H2,5.0,4148.0,88551.0,34.0,173.0,549000.0,2018.0,-73.984942,40.752458600000004,0
268070,840,2.0,4.0,10018.0,H2,5.0,11159.0,133564.0,27.0,1.0,15219900.0,2019.0,-73.9838125,40.751912299999994,0
268106,855,2.0,2.0,10010.0,O4,5.0,22218.0,524937.0,43.0,159.0,42750450.0,1971.0,-73.9862687,40.7423828,0
268113,858,2.0,4.0,10016.0,D8,3.0,21181.0,407555.0,48.0,406.0,61618500.0,1998.0,-73.9862141,40.7446417,2
268115,851,2.0,2.0,10010.0,RM,4.0,10714.0,147728.0,51.0,65.0,30519456.0,2008.0,-73.98810590000001,40.740508399999996,2
268117,851,2.0,2.0,10010.0,RM,4.0,28028.0,363054.0,29.0,426.0,63643051.0,1985.0,-73.9888889,40.7407939,0
268156,858,2.0,2.0,10016.0,D8,3.0,9463.0,229251.0,46.0,123.0,26319150.0,2018.0,-73.9847202,40.7441612,2
268168,860,2.0,4.0,10016.0,D6,4.0,22151.0,407521.0,56.0,201.0,45695700.0,2017.0,-73.9851529,40.7457175,2
268335,880,2.0,2.0,10010.0,D4,3.0,12837.0,150340.0,26.0,191.0,17988300.0,1987.0,-73.98433490000001,40.7405353,0
268527,887,2.0,2.0,10016.0,O4,5.0,21558.0,449437.0,34.0,78.0,31475700.0,1970.0,-73.982089,40.7454015,0
268818,919,2.0,4.0,10016.0,D8,3.0,37219.0,624519.0,52.0,470.0,62190900.0,1997.0,-73.9746934,40.7479335,2
268855,920,2.0,4.0,10016.0,D8,3.0,22111.0,373248.0,36.0,372.0,46598850.0,2015.0,-73.9745054,40.7487075,0
268961,944,2.0,4.0,10016.0,D6,4.0,33122.0,438635.0,36.0,720.0,43039800.0,1980.0,-73.9724525,40.7470876,0
268986,944,2.0,4.0,10016.0,D8,3.0,13845.0,268874.0,27.0,255.0,28845900.0,2000.0,-73.97319940000001,40.7475489,0
269022,1124,3.0,6.0,10023.0,D4,3.0,10217.0,192543.0,29.0,153.0,21868650.0,1927.0,-73.97714859999999,40.776408,0
269050,1141,3.0,6.0,10023.0,RM,4.0,17514.0,216606.0,29.0,270.0,33572250.0,1977.0,-73.9825427,40.7768096,0
269145,1171,3.0,6.0,10069.0,D9,3.0,27437.0,631204.0,33.0,506.0,67217400.0,1999.0,-73.988385,40.775152500000004,0
269202,1208,3.0,6.0,10025.0,D6,4.0,52067.0,374550.0,26.0,252.0,11419650.0,1968.0,-73.9676814,40.7916335,0
269433,1318,2.0,4.0,10017.0,D6,4.0,8920.0,169828.0,32.5,182.0,16244550.0,1986.0,-73.9717216,40.751569599999996,0
269434,1318,2.0,4.0,10017.0,RM,4.0,7537.0,109822.0,35.0,8.0,15884100.0,2015.0,-73.9723639,40.75183320000001,0
269445,1310,2.0,4.0,10022.0,O4,5.0,6025.0,171591.0,33.0,53.0,33064200.0,1982.0,-73.9704508,40.760349700000006,0
269519,1334,2.0,4.0,10017.0,D4,3.0,11520.0,261401.0,32.0,459.0,24745050.0,1929.0,-73.9714808,40.749209,0
269523,1327,2.0,4.0,10022.0,D7,4.0,5021.0,60245.0,37.0,59.0,7053750.0,2018.0,-73.9677016,40.7575576,0
269537,1338,2.0,4.0,10017.0,O4,5.0,12067.0,189840.0,35.0,21.0,25713900.0,2018.0,-73.9685419,40.7513958,0
269545,1337,2.0,4.0,10017.0,O4,5.0,11975.0,325000.0,26.0,2.0,58147200.0,2006.0,-73.9689248,40.750707,0
269553,1338,2.0,4.0,10017.0,D6,4.0,17574.0,253256.0,33.0,250.0,25450200.0,1981.0,-73.9695596,40.751700799999995,0
269776,1399,2.0,4.0,10065.0,D4,3.0,20083.0,246320.0,31.0,184.0,27504900.0,1968.0,-73.9643912,40.7651238,0
269873,1412,2.0,4.0,10075.0,RM,4.0,17304.0,197415.0,31.0,151.0,36478364.0,2000.0,-73.9582887,40.7734658,0
270214,1461,2.0,5.0,10065.0,RM,4.0,11347.0,258451.0,30.0,209.0,41845054.0,2005.0,-73.95813199999999,40.7642818,0
270372,1488,2.0,5.0,10021.0,D3,3.0,34500.0,530809.0,33.0,427.0,45603450.0,1964.0,-73.9508903,40.7694446,0
270604,1537,2.0,5.0,10128.0,D6,4.0,49146.0,693459.0,40.0,586.0,44526150.0,1975.0,-73.94971140000001,40.7816115,0
270616,1543,2.0,5.0,10028.0,D6,4.0,12770.0,251307.0,30.0,73.0,16972200.0,2019.0,-73.95408570000001,40.774112,0
270630,1536,2.0,5.0,10128.0,RD,3.0,153080.0,666393.0,42.0,648.0,74203018.0,1975.0,-73.95109090000001,40.7813596,0
270829,1560,2.0,5.0,10028.0,D6,4.0,21800.0,302049.0,35.0,316.0,34145550.0,1980.0,-73.9516385,40.7732052,0
271691,1787,4.0,8.0,10035.0,D9,3.0,33807.0,247156.0,35.0,148.0,8113950.0,1974.0,-73.93615129999999,40.8017346,0
271769,1787,4.0,8.0,10035.0,D9,3.0,26945.0,285185.0,35.0,216.0,10057950.0,1974.0,-73.93663149999999,40.8019353,0
272725,1995,5.0,7.0,10027.0,D3,3.0,21075.0,256528.0,26.0,146.0,8037900.0,1968.0,-73.9599017,40.8169072,0
272734,2016,5.0,9.0,10039.0,D4,3.0,344644.0,1487977.0,27.0,1229.0,24517350.0,1968.0,-73.936261,40.822926700000004,0
272735,1995,5.0,7.0,10027.0,D3,3.0,42200.0,339104.0,26.0,182.0,9502200.0,1964.0,-73.9603497,40.8168717,0
273788,2139,6.0,10.0,10032.0,I4,8.0,53625.0,1651267.0,31.0,236.0,127188450.0,1970.0,-73.9430278,40.8447809,0
273819,2139,6.0,10.0,10032.0,I4,8.0,26025.0,807327.0,31.0,1.0,67987350.0,1970.0,-73.94332490000001,40.8439192,0
275137,2346,7.0,17.0,10451.0,D7,4.0,30049.0,278555.0,26.0,279.0,4283550.0,2020.0,-73.92852090000001,40.816988099999996,0
282942,3251,10.0,11.0,10468.0,D6,4.0,68259.0,1074490.0,42.0,872.0,15732900.0,1975.0,-73.8861876,40.8795554,0
292449,4205,11.0,13.0,10461.0,W9,8.0,240008.0,959880.0,28.0,2.0,65919150.0,1972.0,-73.84443329999999,40.852443900000004,0
293093,4250,8.0,13.0,10461.0,Z9,,5950.0,1736.0,62.0,1.0,76500.0,1995.0,-73.8305146,40.8546722,2
300090,4671,11.0,12.0,10467.0,D4,3.0,135529.0,318060.0,30.0,266.0,6223050.0,1971.0,-73.8609397,40.8776339,0
316469,45,13.0,33.0,11201.0,D6,4.0,52171.0,362940.0,26.0,79.0,10954350.0,2019.0,-73.99083929999999,40.7022,1
316598,212,13.0,33.0,11201.0,D4,3.0,34821.0,352698.0,27.0,250.0,8219700.0,1967.0,-73.9912615,40.7003528,1
327637,1189,17.0,35.0,11225.0,D3,3.0,63506.0,320000.0,33.0,321.0,10713150.0,1973.0,-73.9598184,40.6676559,1
341393,2007,13.0,35.0,11238.0,D4,3.0,84155.0,252500.0,31.0,300.0,9093600.0,1974.0,-73.9701642,40.682930999999996,1
465596,2813,24.0,30.0,11379.0,C0,2.0,7040.0,3146.0,35.0,3.0,93180.0,1999.0,-73.8868092,40.726828399999995,3
527178,1302,2.0,4.0,10017.0,RC,5.0,162672.0,1270270.0,50.0,49.0,319737588.0,1963.0,-73.9742574,40.75525089999999,2
532273,1010,2.0,4.0,10019.0,D8,3.0,20621.0,572348.0,82.0,62.0,0.0,1924.0,-73.9775681,40.7649531,2
588079,156,2.0,1.0,10278.0,O9,5.0,136994.0,1653794.0,45.0,45.0,157365900.0,1968.0,-74.0038165,40.7151364,2
588083,156,2.0,1.0,10278.0,O4,5.0,71586.0,905500.0,41.0,41.0,78493500.0,1977.0,-74.0045885,40.7155645,0
588211,1538,2.0,5.0,10128.0,D4,3.0,74758.0,759187.0,42.0,656.0,60465600.0,1973.0,-73.9494689,40.782311299999996,0
594547,1317,2.0,4.0,10017.0,O4,5.0,31129.0,559755.0,27.0,57.0,65271150.0,1960.0,-73.9733313,40.7515809,0
594583,1132,3.0,3.0,10023.0,D8,3.0,6827.0,312041.0,48.0,259.0,39622050.0,2013.0,-73.9867177,40.7710874,2
595395,3343,10.0,11.0,10467.0,D9,3.0,49127.0,673920.0,28.0,402.0,12757950.0,1970.0,-73.8773741,40.8799937,0
597179,1322,2.0,4.0,10017.0,O4,5.0,26900.0,563420.0,39.0,61.0,62539200.0,1964.0,-73.9710922,40.7547122,0
597218,1012,2.0,3.0,10018.0,H2,5.0,9876.0,158519.0,29.0,3.0,11999520.0,2018.0,-73.988125,40.7550692,0
598219,835,2.0,4.0,10001.0,D6,4.0,36025.0,886042.0,26.0,697.0,0.0,1912.0,-73.9875377,40.7492454,0
598537,266,30.0,26.0,11101.0,D6,4.0,66000.0,710860.0,54.0,791.0,63753750.0,1929.0,-73.9396359,40.747006400000004,3
598781,403,30.0,26.0,11101.0,D6,4.0,22256.0,882579.0,64.0,959.0,39464100.0,2019.0,-73.93620779999999,40.7502873,3
598920,425,30.0,26.0,11101.0,D6,4.0,14920.0,390824.0,44.0,392.0,39497400.0,2015.0,-73.9423071,40.7505815,3
598955,420,30.0,26.0,11101.0,O4,5.0,92653.0,1143631.0,27.0,1.0,166541400.0,2017.0,-73.9386056,40.748949200000006,3
599269,1258,2.0,4.0,10036.0,O4,5.0,34300.0,949976.0,33.0,45.0,113971050.0,1926.0,-73.9817906,40.7543026,0
599367,1427,2.0,4.0,10021.0,D4,3.0,24480.0,206504.0,27.0,152.0,20742750.0,1966.0,-73.9600021,40.7699559,0
599833,1024,2.0,4.0,10019.0,O4,5.0,26525.0,701095.0,41.0,82.0,94988250.0,1969.0,-73.9825247,40.762913,0
599881,835,2.0,4.0,10118.0,O4,5.0,91351.0,2812739.0,102.0,513.0,447808500.0,1931.0,-73.98571170000001,40.74845139999999,2
599882,1004,2.0,4.0,10019.0,O4,5.0,80333.0,1633544.0,51.0,48.0,366296400.0,1985.0,-73.9817958,40.7616942,2
599884,1005,2.0,4.0,10019.0,O4,5.0,74631.0,1482208.0,46.0,79.0,320704200.0,1965.0,-73.980027,40.761768,2
599887,1026,2.0,3.0,10019.0,O4,5.0,46442.0,843564.0,40.0,1.0,186588000.0,2008.0,-73.9835277,40.764892100000004,0
599899,1006,2.0,4.0,10019.0,O4,5.0,35799.0,753137.0,35.0,35.0,103791150.0,1988.0,-73.9807017,40.76287979999999,0
599903,1000,2.0,4.0,10105.0,H2,5.0,15565.0,300941.0,34.0,1.0,7747200.0,2020.0,-73.9833739,40.7592489,0
599905,1001,2.0,4.0,10036.0,H1,5.0,13153.0,277509.0,35.0,2.0,19458900.0,2018.0,-73.9833124,40.7597182,0
599909,1007,2.0,4.0,10019.0,H1,5.0,25413.0,634793.0,57.0,3.0,106867350.0,1987.0,-73.98046690000001,40.7634644,2
599913,1001,2.0,4.0,10036.0,O4,5.0,102452.0,2636182.0,51.0,71.0,501645600.0,1971.0,-73.9820672,40.7593805,2
599916,1021,2.0,3.0,10019.0,D6,4.0,35167.0,578099.0,40.0,554.0,80060850.0,1998.0,-73.98581709999999,40.7618265,0
599921,1002,2.0,4.0,10019.0,O4,5.0,62459.0,1020000.0,32.0,7.0,195077700.0,1999.0,-73.982843,40.7605196,0
599924,1028,2.0,4.0,10106.0,O4,5.0,32425.0,866359.0,45.0,103.0,185575950.0,1970.0,-73.9808815,40.76536110000001,2
599934,1014,2.0,3.0,10036.0,H2,5.0,17574.0,690000.0,46.0,3.0,79047000.0,2000.0,-73.9890053,40.7575423,2
599936,1271,2.0,4.0,10019.0,O4,5.0,17555.0,543411.0,50.0,73.0,117675900.0,1988.0,-73.975103,40.7622941,2
599938,1042,2.0,3.0,10019.0,RD,3.0,10042.0,216153.0,42.0,424.0,37940459.0,2005.0,-73.9859611,40.763618900000004,0
599939,1025,2.0,4.0,10019.0,O4,5.0,30150.0,596559.0,41.0,36.0,69012900.0,1968.0,-73.98227179999999,40.7635113,0
599944,1275,2.0,4.0,10016.0,H3,5.0,4925.0,84500.0,31.0,1.0,13556250.0,1988.0,-73.9810694,40.752109499999996,0
599948,1118,3.0,6.0,10023.0,D6,4.0,28000.0,339993.0,39.0,128.0,28012250.0,2019.0,-73.9804137,40.7725714,0
599959,1277,2.0,4.0,10017.0,O4,5.0,33137.0,733001.0,40.0,70.0,120812850.0,1965.0,-73.9794015,40.7533251,0
599960,1033,2.0,3.0,10036.0,D8,3.0,10459.0,230000.0,41.0,272.0,31908150.0,2003.0,-73.99151020000001,40.7582727,0
599967,1290,2.0,4.0,10022.0,O4,5.0,16960.0,444293.0,36.0,27.0,88353900.0,1981.0,-73.9732772,40.76043,0
599970,1298,2.0,4.0,10017.0,D8,3.0,11207.0,352725.0,48.0,362.0,35611650.0,2000.0,-73.974237,40.7521301,2
599975,1263,2.0,4.0,10036.0,O4,5.0,25104.0,373005.0,32.0,2.0,62406450.0,1927.0,-73.9789816,40.757077100000004,0
599981,1291,2.0,4.0,10022.0,O4,5.0,30966.0,528552.0,37.0,25.0,107610750.0,1986.0,-73.9721327,40.76088529999999,0
599984,1275,2.0,4.0,10016.0,O4,5.0,37196.0,778203.0,36.0,1.0,146290500.0,1950.0,-73.9789257,40.7513406,0
599985,1303,2.0,4.0,10017.0,H1,5.0,22425.0,406261.0,34.0,1.0,39265650.0,1923.0,-73.9726656,40.7554619,0
599987,1291,2.0,4.0,10022.0,O4,5.0,20425.0,369787.0,33.0,2.0,42055650.0,1962.0,-73.97268129999999,40.7611792,0
599988,1295,2.0,4.0,10016.0,O4,5.0,52831.0,1088389.0,46.0,39.0,185566500.0,1982.0,-73.9777565,40.7508737,2
599989,1299,2.0,4.0,10017.0,O4,5.0,17070.0,359326.0,35.0,62.0,46658700.0,1931.0,-73.97378570000001,40.7524319,0
599991,1281,2.0,4.0,10176.0,O4,5.0,18950.0,427158.0,38.0,74.0,70300800.0,1927.0,-73.9788703,40.7553863,0
