,uid,facname,number,street,address,city,borough,borocode,postcode,latitude,longitude,xcoord,ycoord,bin,bbl,community board,council district,census tract,nta,facgroup,facsubgrp,factype,capacity,captype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,facdomain,schooldist,policeprct,servarea
405,0c98b917da8dc8e48939719e9ea6d0c5,3050 CORLEAR PARKING LLC,3050,CORLEAR AVENUE,3050 CORLEAR AVENUE,BRONX,Bronx,2,10463.0,40.879899,-73.907765,1009755.97888,259862.18667199998,2122918,2057097501,208,11,28900,BX29,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,3050 Corlear Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,10.0,50,Local
406,1b54d9a6291be292fc3e572338981934,310 EAST 46TH STREET PARKING CORP.,310,EAST 46 STREET,310 EAST 46 STREET,NEW YORK,Manhattan,1,10017.0,40.7517729204,-73.9699448911,992577.233498,213169.247299,1038770,1013380005,106,4,9000,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,310 East 46th Street Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
407,d30991a7c8a332f9d3bbe8411d880861,310 EAST 48TH STREET GARAGE LLC,308,EAST 48 STREET,308 EAST 48 STREET,NEW YORK,Manhattan,1,10017.0,40.7531489047,-73.9689030997,992865.6999700001,213670.66358800002,1038915,1013400044,106,4,9000,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,310 East 48th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
408,d3e1165ebe9a2143ebed8414d4112719,310 EAST 70TH STREET GARAGE LLC,302,EAST 70 STREET,302 EAST 70 STREET,NEW YORK,Manhattan,1,10021.0,40.767049151900004,-73.9587809904,995667.7460120001,218736.135904,1044830,1014440043,108,5,12600,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,310 East 70th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
409,5c68f1d592f83810477d3615dabe6191,310 LEX PARKING MGMT LLC,310,LEXINGTON AVENUE,310 LEXINGTON AVENUE,NEW YORK,Manhattan,1,10016.0,40.748747706799996,-73.97829195050001,990264.824573,212066.38120499998,1019089,1008930020,106,4,8000,MN20,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,310 Lex Parking Mgmt Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
410,272e3feee00cc6b84a400ad87339efb1,311 PARKING CORP.,311,WEST 50 STREET,311 WEST 50 STREET,NEW YORK,Manhattan,1,10019.0,40.7628324326,-73.98693813279999,987868.3918629999,217197.429336,1086093,1010410019,104,3,13300,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,311 Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
411,aa4120d889d1b272156a9fe58eda3eb4,311 WEST BROADWAY GARAGE LLC,311,WEST BROADWAY,311 WEST BROADWAY,NEW YORK,Manhattan,1,10013.0,40.721636,-74.003784,983201.1098600001,202188.01095999999,1087488,1002287502,102,1,4700,MN24,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,311 West Broadway Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,1,Local
412,8d0a728c9b3da5aa7046b9d55702949d,315 E 70 GARAGE CORP.,315,EAST 70 STREET,315 EAST 70 STREET,NEW YORK,Manhattan,1,10021.0,40.7672817004,-73.9583084069,995798.612218,218820.92297199997,1044837,1014450007,108,5,12600,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,315 E 70 Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
413,e328a849096a6eaa859e213deb303da6,315 EAST 21ST STREET CO. LLC,315,EAST 21 STREET,315 EAST 21 STREET,NEW YORK,Manhattan,1,10010.0,40.736396909899995,-73.9808548363,989555.6886040001,207566.427273,1020545,1009270009,106,2,6400,MN21,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,315 East 21st Street Co. Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,13,Local
414,439f4f41971c80ae0c31ecb73d112c54,315 EAST 65TH PARKING LLC,322,EAST 66 STREET,322 EAST 66 STREET,NEW YORK,Manhattan,1,10065.0,40.7643641617,-73.9603002541,995247.3503690001,217757.71094899997,1078376,1014400005,108,5,11800,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,315 East 65th Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
415,1cb3903b18c9fc243224dd6c35c08e5d,316 BERGEN PARKING CORP,312,BERGEN STREET,312 BERGEN STREET,BROOKLYN,Brooklyn,3,11217.0,40.683076856199996,-73.98177227229999,989305.4823719999,188140.266978,3397486,3003890005,302,33,12700,BK38,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,316 Bergen Parking Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,15.0,84,Local
418,48bb26a79faa2f6d4d7aa6f5e7600121,"3223 JOHNSON SERVICES, INC.",3223,JOHNSON AVENUE,3223 JOHNSON AVENUE,BRONX,Bronx,2,10463.0,40.8842790549,-73.9107101042,1008939.93535,261457.171564,2084110,2057870177,208,11,29700,BX29,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE AND PARKING LOT,0,,,Non-public,"3223 Johnson Services, Inc.",Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,10.0,50,Local
419,054af1d2424cab040da9cadf39f44dad,323 WEST 34TH STREET LLC,323,WEST 34 STREET,323 WEST 34 STREET,NEW YORK,Manhattan,1,10001.0,40.7530833019,-73.99447154100001,985781.715101,213645.281438,1013559,1007580025,104,3,11100,MN13,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,323 West 34th Street Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
420,2c7fb493efe492aeec5e5556fce7c54f,3230 JEROME PARTNERS LLC,3230,JEROME AVENUE,3230 JEROME AVENUE,BRONX,Bronx,2,10468.0,40.878011831100004,-73.886135867,1015738.02867,259181.652618,2017671,2033230050,207,11,41100,BX05,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE AND PARKING LOT,0,,,Non-public,3230 Jerome Partners Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,10.0,52,Local
422,eba6c9ed3cf0b179e8706a8c9b7c2d59,3250 PELHAM BAY LLC,3250,WESTCHESTER AVENUE,3250 WESTCHESTER AVENUE,BRONX,Bronx,2,10461.0,40.8520708156,-73.82827715479999,1031756.8089700001,249756.430327,2047463,2042390005,210,13,30000,BX10,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,3250 Pelham Bay Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,8.0,45,Local
426,fb0daf3202d7018294c1ef2df0fbbd7a,330 THIRD PARKING CORP.,330,3 AVENUE,330 3 AVENUE,NEW YORK,Manhattan,1,10010.0,40.7397984683,-73.9827713199,989024.3308270001,208805.612216,1018079,1008800042,106,2,6800,MN21,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,330 Third Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,13,Local
428,4a6d0fe6b07496813a5777ccc1f39e44,330 WEST 56TH STREET GARAGE LLC,328,WEST 56 STREET,328 WEST 56 STREET,NEW YORK,Manhattan,1,10019.0,40.7664877503,-73.9850649748,988387.066091,218529.26509099998,1025442,1010460047,104,3,13900,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,330 West 56th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
429,7acafbe58f75e38513ff132aaff99ee8,331 50TH ST. PARKING CORP.,336,WEST 51 STREET,336 WEST 51 STREET,NEW YORK,Manhattan,1,10019.0,40.7634928011,-73.9876013321,987684.6386940001,217437.99660399999,1025183,1010410050,104,3,13300,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,331 50th St. Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
430,a5d90fd54ed280e6ee1d653444d44b94,333 EAST 34TH STREET GARAGE LLC,333,EAST 34 STREET,333 EAST 34 STREET,NEW YORK,Manhattan,1,10016.0,40.744363,-73.974161,991409.891582,210469.202761,1021903,1009407501,106,2,7800,MN20,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,333 East 34th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
431,909c6536a065a415422aa78c8e3082f0,333 EAST 46TH ST. PARKING CORP.,333,EAST 46 STREET,333 EAST 46 STREET,NEW YORK,Manhattan,1,10017.0,40.7520938158,-73.96894090810001,992855.3610709999,213286.256876,1038901,1013390012,106,4,9000,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,333 East 46th St. Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
432,d6ee552cb7f8c6d7414d6e6c9d23647f,333 EAST 69TH STREET GARAGE LLC,333,EAST 69 STREET,333 EAST 69 STREET,NEW YORK,Manhattan,1,10021.0,40.7663672533,-73.9580730972,995863.9526969999,218487.79076399998,1044820,1014440015,108,5,12600,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,333 East 69th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
433,7b0b2eb7e0a17c87bf3f21a1e9421872,333 EAST 75TH STREET PARKING CORP.,333,EAST 75 STREET,333 EAST 75 STREET,NEW YORK,Manhattan,1,10021.0,40.770245,-73.955153,996672.110216,219900.983046,1045146,1014507501,108,5,13400,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,333 East 75th Street Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
434,6160115d431dac32497237670f6b38a4,333 GARAGE CORP,333,EAST 69 STREET,333 EAST 69 STREET,NEW YORK,Manhattan,1,10021.0,40.7663672533,-73.9580730972,995863.9526969999,218487.79076399998,1044820,1014440015,108,5,12600,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,333 Garage Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
435,4bebfdb64f3af90791a9def897b6ba8e,333 RECTOR GARAGE LLC,333,RECTOR PLACE,333 RECTOR PLACE,NEW YORK,Manhattan,1,10280.0,40.709693,-74.017241,979470.0963420001,197837.259709,1000055,1000167518,101,1,31704,MN25,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,333 Rector Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,1,Local
436,8dd7377e8d4843fae5978177c9ba0712,333 WEST 46TH ST CORP,327,WEST 46 STREET,327 WEST 46 STREET,NEW YORK,Manhattan,1,10036.0,40.7604360159,-73.9892264705,987234.585105,216324.249816,1090937,1010370015,104,3,12700,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,333 West 46th St Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,18,Local
438,ba9c7b65a3ba8dc2a1f9b692379ba5d6,"337 GARAGE, L.L.C.",337,EAST 64 STREET,337 EAST 64 STREET,NEW YORK,Manhattan,1,10065.0,40.763183491199996,-73.9601902238,995278.025702,217327.56769099997,1044694,1014390019,108,5,11800,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE AND PARKING LOT,0,,,Non-public,"337 Garage, L.L.C.",Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
439,a33bb33853fb3acb1a19d734f08515ce,338 EAST 59TH STREET GARAGE LLC,340,EAST 59 STREET,340 EAST 59 STREET,NEW YORK,Manhattan,1,10022.0,40.7597074219,-73.9627768196,994562.030217,216060.80660900002,1040055,1013510032,106,5,10800,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,338 East 59th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
441,3ec88d90fafa0e980af741756d3d73f7,34 NORTH 7TH PARKING CORP.,27,NORTH 6 STREET,27 NORTH 6 STREET,BROOKLYN,Brooklyn,3,11249.0,40.720107,-73.962435,994662.912491,201633.159331,3397389,3023247501,301,33,55500,BK73,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE AND PARKING LOT,0,,,Non-public,34 North 7th Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,14.0,94,Local
442,047e202a00405dbc4e859b27e990c8d5,340 E. 34 GARAGE CORP.,340,EAST 34 STREET,340 EAST 34 STREET,NEW YORK,Manhattan,1,10016.0,40.7438715589,-73.9743542407,991356.39771,210290.139345,1021891,1009390038,106,2,7000,MN20,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,340 E. 34 Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
443,efe2554278a2956be8802bfaf9553a71,340 EAST 74TH STREET PARKING CORP,340,EAST 74 STREET,340 EAST 74 STREET,NEW YORK,Manhattan,1,10021.0,40.769227,-73.95589100000001,996467.879366,219529.98803200002,1044913,1014487501,108,5,12600,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,340 East 74th Street Parking Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
444,ecb6b8d5fb719932e91df9877aa1495f,344 WEST 45TH ST. CORP.,344,WEST 45 STREET,344 WEST 45 STREET,NEW YORK,Manhattan,1,10036.0,40.759830097300004,-73.99024687880001,986951.926507,216103.460723,1090936,1010350052,104,3,12100,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,344 West 45th St. Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
445,55640ffad51c1fce991552bcf1f4ca60,344 WEST 45TH ST. CORP.,350,WEST 45 STREET,350 WEST 45 STREET,NEW YORK,Manhattan,1,10036.0,40.759799,-73.990503,986880.973982,216092.12315100004,0,1010350055,104,3,12100,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,344 West 45th St. Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
446,cb111627bed5ce978105ef82ef62bf4c,345 EAST 94TH STREET GARAGE LLC,1829,1 AVENUE,1829 1 AVENUE,NEW YORK,Manhattan,1,10128.0,40.782478897,-73.9456975363,999288.402993,224359.684532,1050313,1015570027,108,5,15601,MN32,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,345 East 94th Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
447,615f5f7c7a4f674cd840782b18d90923,345 EAST GARAGE CORP.,345,EAST 80 STREET,345 EAST 80 STREET,NEW YORK,Manhattan,1,10075.0,40.773469,-73.95230600000001,997460.057302,221076.01024699997,1076841,1015437501,108,5,13800,MN32,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,345 East Garage Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
449,33d08ffeecb8d31fb5c0631a5455ccf4,345 SHEFFIELD PARKING LLC,345,SHEFFIELD AVENUE,345 SHEFFIELD AVENUE,BROOKLYN,Brooklyn,3,11207.0,40.668931,-73.895689,1013186.9126899999,183003.229355,3391591,3037717501,305,42,115600,BK85,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,345 Sheffield Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,19.0,75,Local
451,08ae4b83c02ee7f0ca82d455b449cdad,3480 THIRD AVENUE PARKING INC.,3480,3 AVENUE,3480 3 AVENUE,BRONX,Bronx,2,10456.0,40.830391,-73.905774,1010325.9575799999,241825.12081199998,2118328,2026097501,203,16,14500,BX01,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,3480 Third Avenue Parking Inc.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,9.0,42,Local
453,cbf1814b57e36a61d1a3b0b3e2090a99,35 PARK AVENUE GARAGE LLC,35,PARK AVENUE,35 PARK AVENUE,NEW YORK,Manhattan,1,10016.0,40.7479711011,-73.9801909989,989738.7039059999,211783.314121,1018885,1008910003,106,4,8000,MN20,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,35 Park Avenue Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
454,c0a938a8fc59470d5d7c2c51ecd79f31,35 ST PIER (CON-ED PIER),,,,,Manhattan,1,,40.743956,-73.97088000000001,992319.093841,210321.20488499998,0,1009670050,106,4,8601,,TRANSPORTATION,PORTS AND FERRY LANDINGS,FERRY TERMINAL,0,,City Owned,Public,NYC Department of Transportation,NYCDOT,City,NYC Department of Transportation,NYCDOT,dcp_colp,CORE INFRASTRUCTURE AND TRANSPORTATION,,0,Regional
457,b1cebb387a93385baa74c159dd8aa8d9,350 EAST 52ND STREET GARAGE LLC,344,EAST 52 STREET,344 EAST 52 STREET,NEW YORK,Manhattan,1,10022.0,40.7551019231,-73.96565941909999,993764.1143629999,214382.54717,1039661,1013440030,106,4,9800,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,350 East 52nd Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
458,657c83759d3a12f02b27e6eeb92b95bb,"350 WEST 43RD CAR PARK, LLC",350,WEST 43 STREET,350 WEST 43 STREET,NEW YORK,Manhattan,1,10036.0,40.7585519556,-73.991269804,986668.589925,215637.762016,1024938,1010330109,104,3,12100,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,"350 West 43rd Car Park, Llc",Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
461,080d885acd72b7321b7a710f18a82187,355 EAST 71ST STREET GARAGE LLC,1325,1 AVENUE,1325 1 AVENUE,NEW YORK,Manhattan,1,10021.0,40.7676343494,-73.9567374624,996233.7019069999,218949.615694,1044862,1014460023,108,5,12600,MN31,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,355 East 71st Street Garage Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,19,Local
462,1fae83aaac770062c3e5641fa3d5d96e,357 EAST 57TH STREET PARKING CORP,357,EAST 57 STREET,357 EAST 57 STREET,NEW YORK,Manhattan,1,10022.0,40.758663,-73.963037,994490.1123719999,215680.25906799998,1040014,1013507501,106,5,10800,MN19,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,357 East 57th Street Parking Corp,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
464,2b05aea161b2302fae2873901b7a5312,36/38 ST.,,,,BROOKLYN,Brooklyn,3,11219.0,40.646321,-73.994363,985814.290532,174748.59769,0,3055820007,312,38,11000,BK34,TRANSPORTATION,RAIL YARDS AND MAINTENANCE,NYCT SUBWAY YARD,0,,,Public,Metropolitan Transportation Authority,MTA,State,Metropolitan Transportation Authority,MTA,dcp_sfpsd,CORE INFRASTRUCTURE AND TRANSPORTATION,15.0,66,Regional
467,bb6f261c0e53b81b5c817eb417f9c0f5,3718 HENRY HUDSON PARKING LLC,3718,HENRY HUDSON PARKWAY,3718 HENRY HUDSON PARKWAY,BRONX,Bronx,2,10463.0,40.8882546471,-73.90993333819999,1009153.23291,262905.859408,2084199,2057990046,208,11,29700,BX29,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,3718 Henry Hudson Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,10.0,50,Local
468,c8ea795e49e1021f81388213c752165f,375 HUD PARKING LLC,375,HUDSON STREET,375 HUDSON STREET,NEW YORK,Manhattan,1,10014.0,40.72848301,-74.00791899229999,982055.153394,204682.665159,1010379,1005990064,102,3,3700,MN24,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE AND PARKING LOT,0,,,Non-public,375 Hud Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,1,Local
469,edf3f09b44f8291e8949dc0ea561207c,38 ST.,465,38 STREET,465 38 STREET,BROOKLYN,Brooklyn,3,11232.0,40.6523797741,-74.0037401834,983212.178081,176955.947622,3339234,3007010038,307,38,8400,BK32,TRANSPORTATION,RAIL YARDS AND MAINTENANCE,NYCT MAINTENANCE AND OTHER FACILITY,0,,,Public,Metropolitan Transportation Authority,MTA,State,Metropolitan Transportation Authority,MTA,dcp_sfpsd,CORE INFRASTRUCTURE AND TRANSPORTATION,15.0,72,Regional
470,02b1fa9ba654d8d8b0237e73c70b0d21,38TH & THIRD PARKING LLC,205,EAST 38 STREET,205 EAST 38 STREET,NEW YORK,Manhattan,1,10016.0,40.7481866357,-73.9756631332,990993.268982,211862.15643099998,1020352,1009190006,106,4,7800,MN20,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,38th & Third Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,17,Local
471,f5a27c99e6b6c3766c5202f7be6ab142,38TH ST.,,,,BROOKLYN,Brooklyn,3,11232.0,40.651922,-74.00216999999999,983647.866684,176789.153169,0,3009030180,307,38,8800,BK34,TRANSPORTATION,RAIL YARDS AND MAINTENANCE,NYCT MAINTENANCE AND OTHER FACILITY,0,,,Public,Metropolitan Transportation Authority,MTA,State,Metropolitan Transportation Authority,MTA,dcp_sfpsd,CORE INFRASTRUCTURE AND TRANSPORTATION,15.0,72,Regional
472,466a6ce1ee0533399544a7bdd5170c79,395 PARKING CORP.,395,BROOME STREET,395 BROOME STREET,NEW YORK,Manhattan,1,10013.0,40.7205801087,-73.9973232337,984991.9868569999,201803.30598099998,1066723,1004710011,102,1,4100,MN24,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL PARKING LOT,0,,,Non-public,395 Parking Corp.,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,5,Local
473,d8e9abab196c6345024c5b119aef31b8,39TH AND EIGHTH PARKING LLC,310,WEST 39 STREET,310 WEST 39 STREET,NEW YORK,Manhattan,1,10018.0,40.7554441398,-73.9920208701,986460.6197469999,214505.4636,1013647,1007620046,104,3,11500,MN15,TRANSPORTATION,PARKING LOTS AND GARAGES,COMMERCIAL GARAGE,0,,,Non-public,39th And Eighth Parking Llc,Non-public,City,NYC Department of Consumer Affairs,NYCDCA,dca_operatingbusinesses,CORE INFRASTRUCTURE AND TRANSPORTATION,2.0,14,Local
